id,detail_url,original_location,title,address_raw,address_normalized,street,ward,district_detail,province_detail,address_source,validation_status,address_category,crawl_status,crawl_error
146699,https://batdongsan.vn/ban-can-vip-kim-giang-5-tang-35m2-mt-45m-gia-nhinh-8-ty-r146699,"Thanh Xuân, Hà Nội","BÁN CĂN VIP KIM GIANG 5 TẦNG - 35M2- MT 4,5M- GIÁ NHỈNH 8 TỶ","Kim Giang, Thanh Xuân, Hà Nội","Kim Giang, Thanh Xuân, Hà Nội",Bán Căn Vip Kim Giang,,Thanh Xuân,Hà Nội,dedicated_address,consistent,street_only,success,
142882,https://batdongsan.vn/ban-nha-pho-phuong-mai-vi-tri-trung-tam-lo-goc-thoang-sang-31mx6t-gia-68-ty-lh-0396935190-r142882,"Đống Đa, Hà Nội",Bán nhà Phố Phương Mai_Vị Trí Trung Tâm_Lô Góc Thoáng Sáng_31mx6T_Giá: 6.8 Tỷ_Lh: 0396935190.,Phố Phương Mai_Vị Trí Trung Tâm_Lô Góc Thoáng Sáng_31mx6T_Giá,Phố Phương Mai_Vị Trí Trung Tâm_Lô Góc Thoáng Sáng_31mx6T_Giá,,,Đống Đa,Hà Nội,title,consistent,street_only,success,
113321,https://batdongsan.vn/ban-nha-lien-ke-pho-khuat-duy-tien-thong-sang-duong-nguyen-trai-o-to-do-cua-73m2-nha-dep-5-tang-gia-92-ty-r283515,"Thanh Xuân, Hà Nội","Bán nhà liền kề phố Khuất Duy Tiến thông sang đường Nguyễn Trãi, ô tô đỗ cửa 73m2 nhà đẹp 5 tầng giá...",phố Khuất Duy Tiến thông sang đường Nguyễn Trãi,phố Khuất Duy Tiến thông sang đường Nguyễn Trãi,,,Thanh Xuân,Hà Nội,title,consistent,street_only,success,
171786,https://batdongsan.vn/ban-nha-trung-tam-quan-dong-da-nha-moi-7-tang-thang-may-kinh-doanh-o-to-vao-nha-40m-13-ty-r171786,"Đống Đa, Hà Nội",BÁN NHÀ TRUNG TÂM QUẬN ĐỐNG ĐA NHÀ MỚI 7 TẦNG THANG MÁY KINH DOANH Ô TÔ VÀO NHÀ 40M 13 TỶ,BÁN NHÀ TRUNG TÂM QUẬN ĐỐNG ĐA NHÀ MỚI 7 TẦNG THANG MÁY KINH DOANH Ô TÔ VÀO NHÀ 40M 13 TỶ,BÁN NHÀ TRUNG TÂM QUẬN ĐỐNG ĐA NHÀ MỚI 7 TẦNG THANG MÁY KINH DOANH Ô TÔ VÀO NHÀ 40M 13 TỶ,Bán Nhà Trung Tâm Quận Đống Đa Nhà Mới,,Đống Đa,Hà Nội,description,consistent,street_only,success,
180249,https://batdongsan.vn/sieu-pham-117m2-mat-pho-xuan-phuong-kinh-doanh-ngay-dem-o-to-tranh-2-mat-thoang-r180249,"Nam Từ Liêm, Hà Nội",SIÊU PHẨM 117m2 MẶT PHỐ XUÂN PHƯƠNG - KINH DOANH NGÀY ĐÊM - Ô TÔ TRÁNH - 2 MẶT THOÁNG,PHỐ XUÂN PHƯƠNG - KINH DOANH NGÀY ĐÊM - Ô TÔ TRÁNH - 2 MẶT THOÁNG,PHỐ XUÂN PHƯƠNG - KINH DOANH NGÀY ĐÊM - Ô TÔ TRÁNH - 2 MẶT THOÁNG,Phố Xuân Phương,,Nam Từ Liêm,Hà Nội,title,consistent,street_only,success,
184940,https://batdongsan.vn/ban-nha-sieu-xinh-tdc-thuong-thanh-long-bien-40m-7-tang-gara-thang-may-nhinh-9-ty-tl-r184940,"Long Biên, Hà Nội",Bán nhà siêu xinh TĐC thượng thanh Long Biên 40m 7 tầng Gara Thang máy nhỉnh 9 tỷ (TL),Bán nhà siêu xinh TĐC thượng thanh Long Biên 40m 7 tầng Gara Thang máy nhỉnh 9 tỷ (TL),Bán nhà siêu xinh TĐC thượng thanh Long Biên 40m 7 tầng Gara Thang máy nhỉnh 9 tỷ (TL),,,Long Biên,Hà Nội,title,consistent,unclear,success,
195060,https://batdongsan.vn/ban-nha-dong-tien-yen-duyen-7-tang-thang-may-long-lanh-vf3-thong-50m-ra-pho-hoang-mai-r195060,"Hoàng Mai, Hà Nội",Bán nhà dòng tiền yên duyên 7 tầng thang máy long lanh VF3 thông 50M ra phố hoàng mai,phố hoàng mai,phố hoàng mai,,,Hoàng Mai,Hà Nội,title,consistent,street_only,success,
175839,https://batdongsan.vn/nhinh-11-ty-nha-phan-lo-qd-lo-goc-khu-vu-tong-phan-nga-tu-so-oto-4-cho-do-cua-15m-ra-oto-tai-r175839,"Thanh Xuân, Hà Nội","Nhỉnh 11 tỷ! Nhà phân lô QĐ, lô góc khu Vũ Tông Phan, Ngã Tư Sở, ôtô 4 chỗ đỗ cửa. 15m ra ôtô tải","Nhỉnh 11 tỷ! Nhà phân lô QĐ, lô góc khu Vũ Tông Phan, Ngã Tư Sở, ôtô 4 chỗ đỗ cửa. 15m ra ôtô tải","Nhỉnh 11 tỷ! Nhà phân lô QĐ, lô góc khu Vũ Tông Phan, Ngã Tư Sở, ôtô 4 chỗ đỗ cửa. 15m ra ôtô tải",,,Thanh Xuân,Hà Nội,title,consistent,unclear,success,
190554,https://batdongsan.vn/sieu-pham-gan-ho-tay-vai-buoc-chan-ra-pho-khu-vip-hiem-nha-ban-30m2-5-tang-r190554,"Tây Hồ, Hà Nội",SIÊU PHẨM - GẦN HỒ TÂY - VÀI BƯỚC CHÂN RA PHỐ - KHU VIP  HIẾM NHÀ BÁN _ 30M2 – 5 TẦNG.,PHỐ - KHU VIP  HIẾM NHÀ BÁN _ 30M2 – 5 TẦNG.,PHỐ - KHU VIP HIẾM NHÀ BÁN _ 30M2 – 5 TẦNG.,Gần Hồ Tây,,Tây Hồ,Hà Nội,title,consistent,street_only,success,
119594,https://batdongsan.vn/ban-nha-dong-quan-35m2-gia-nhinh-6-ty-trung-tam-4-quan-5-tang-moi-dep-long-lanh-ngo-nong-r119594,"Cầu Giấy, Hà Nội",BÁN NHÀ ĐÔNG QUAN 35M2 - GIÁ NHỈNH 6 TỶ - TRUNG TÂM 4 QUẬN - 5 TẦNG MỚI ĐẸP LONG LANH - NGÕ NÔNG,"ngõ nông rộng, đầu phố Đông Quan, gần trường FPT, phố Đông","ngõ nông rộng, đầu phố Đông Quan, gần trường FPT, phố Đông",Ngõ Nông Rộng,,Cầu Giấy,Hà Nội,dedicated_address,consistent,alley_or_lane,success,
177889,https://batdongsan.vn/ban-gap-nha-5-tang-gan-nga-tu-troi-an-cu-chuan-tien-ich-chi-hon-3-ty-r177889,"Hoài Đức, Hà Nội","🔥 BÁ.N GẤP! NHÀ 5 TẦNG GẦN NGÃ TƯ TRÔI – AN CƯ CHUẨN TIỆN ÍCH, CHỈ HƠN 3 TỶ!","🔥 BÁ.N GẤP! NHÀ 5 TẦNG GẦN NGÃ TƯ TRÔI – AN CƯ CHUẨN TIỆN ÍCH, CHỈ HƠN 3 TỶ!","🔥 BÁ.N GẤP! NHÀ 5 TẦNG GẦN NGÃ TƯ TRÔI – AN CƯ CHUẨN TIỆN ÍCH, CHỈ HƠN 3 TỶ!","An Cư Chuẩn Tiện Ích, Chỉ Hơn",,Hoài Đức,Hà Nội,title,consistent,street_only,success,
107690,https://batdongsan.vn/nha-dai-kim-sau-nha-do-thi-dai-kim-chu-de-i-toan-bo-noi-that-dt-34m-4tx4ty150-r277884,"Hoàng Mai, Hà Nội","NHÀ ĐẠI KIM, sau nhà Đô Thị Đại Kim, chủ để ị toàn bộ nội thất, DT: 34m 4Tx4tỷ150","NHÀ ĐẠI KIM, sau nhà Đô Thị Đại Kim, chủ để ị toàn bộ nội thất, DT: 34m 4Tx4tỷ150","NHÀ ĐẠI KIM, sau nhà Đô Thị Đại Kim, chủ để ị toàn bộ nội thất","Nhà Đại Kim,",,Hoàng Mai,Hà Nội,title,consistent,street_only,success,
165486,https://batdongsan.vn/ban-nha-hoang-hoa-tham-ba-dinh-ngo-thong-90m2-45-tang-thang-may-chi-179-ty-r165486,"Ba Đình, Hà Nội","Bán nhà Hoàng Hoa Thám, Ba Đình, ngõ thông 90m2, 4.5 tầng thang máy, chỉ 17.9 tỷ",ngõ thông 90m2,ngõ thông 90m2,Ngõ Thông 90M2 Bán Nhà Hoàng Hoa Thám,,Ba Đình,Hà Nội,title,consistent,alley_or_lane,success,
142657,https://batdongsan.vn/ban-nha-khuong-hathanh-xuantruoc-nha-25mthang-maygan-o-to43m2115-tyctl-r142657,"Thanh Xuân, Hà Nội","BÁN NHÀ KHƯƠNG HẠ,THANH XUÂN,TRƯỚC NHÀ 2,5M,THANG MÁY,GẦN Ô TÔ,43M2,11.5 TỶ(CTL)","BÁN NHÀ KHƯƠNG HẠ,THANH XUÂN,TRƯỚC NHÀ 2,5M,THANG MÁY,GẦN Ô TÔ,43M2,11.5 TỶ(CTL)","BÁN NHÀ KHƯƠNG HẠ,THANH XUÂN,TRƯỚC NHÀ 2,5M,THANG MÁY,GẦN Ô TÔ,43M2,11.5 TỶ(CTL)","Bán Nhà Khương Hạ,Thanh Xuân,Trước Nhà 2,5M,Thang Máy,Gần",,Thanh Xuân,Hà Nội,title,consistent,street_only,success,
126079,https://batdongsan.vn/qua-dep-ban-nha-pho-my-dinh-nam-tu-liem-vai-buoc-ra-pho-dien-tich-50m2-mat-tien-4m-r126079,"Nam Từ Liêm, Hà Nội","Quá Đẹp. Bán nhà phố Mỹ Đình, Nam Từ Liêm, vài bước ra phố, diện tích 50m2, mặt tiền 4m.",phố Mỹ Đình,phố Mỹ Đình,Phố Mỹ Đình Quá Đẹp,,Nam Từ Liêm,Hà Nội,title,consistent,street_only,success,
164976,https://batdongsan.vn/ban-nha-phan-lo-khuong-trung-o-to-vong-quanh-view-vuon-hoa-r164976,"Thanh Xuân, Hà Nội",BÁN NHÀ PHÂN LÔ KHƯƠNG TRUNG – Ô TÔ VÒNG QUANH – VIEW VƯỜN HOA,BÁN NHÀ PHÂN LÔ KHƯƠNG TRUNG – Ô TÔ VÒNG QUANH – VIEW VƯỜN HOA,BÁN NHÀ PHÂN LÔ KHƯƠNG TRUNG – Ô TÔ VÒNG QUANH – VIEW VƯỜN HOA,Bán Nhà Phân Lô Khương Trung,,Thanh Xuân,Hà Nội,title,consistent,street_only,success,
118849,https://batdongsan.vn/ban-nha-mat-ngo-khuong-trung-thanh-xuan-dt-40m-5-tang-xe-ba-gac-do-tan-cua-gia-nhinh-8-ty-nho-r118849,"Thanh Xuân, Hà Nội","Bán nhà mặt ngõ Khương Trung, Thanh Xuân. DT 40m, 5 tầng, xe ba gác đỗ tận cửa. Giá Nhỉnh 8 tỷ nhỏ","Ngõ 97 Khương Trung quá hot quận Thanh Xuân, ngay cạnh khu phân lô quân đội an ninh, dân trí cao","Ngõ 97 Khương Trung quá hot quận Thanh Xuân, ngay cạnh khu phân lô quân đội an ninh, dân trí cao",Ngõ 97 Khương Trung Quá Hot,,Quận Thanh Xuân,Hà Nội,dedicated_address,consistent,alley_or_lane,success,
170424,https://batdongsan.vn/co-linh-doi-dien-aeon-mall-dan-xay-mat-tien-6m-kinh-doanh-79-ty-r170424,"Long Biên, Hà Nội",Cổ Linh - Đối diện Aeon mall - Dân xây - Mặt tiền 6m - Kinh doanh - 7.9 tỷ,Mặt tiền 6m - Kinh doanh - 7.9 tỷ,Mặt tiền 6m - Kinh doanh - 7.9 tỷ,Mặt Tiền 6M,,Long Biên,Hà Nội,title,consistent,street_only,success,
176471,https://batdongsan.vn/ban-nha-mat-pho-kim-dong-50m2-6-tang-thang-may-o-to-do-trong-nha-21-ty-r176471,"Hoàng Mai, Hà Nội","BÁN NHÀ MẶT PHỐ KIM ĐỒNG – 50m², 6 TẦNG, THANG MÁY, Ô TÔ ĐỖ TRONG NHÀ – 21 TỶ","Mặt phố Kim Đồng, quận Hoàng Mai, Hà Nội✨ Tuyến phố kinh doanh sầm uất, giao thông thuận lợi, thông Giải Phóng – Trương Định – Giáp","Mặt phố Kim Đồng, quận Hoàng Mai, Hà Nội✨ Tuyến phố kinh doanh sầm uất, giao thông thuận lợi, thông Giải Phóng – Trương Định – Giáp",Phố Kim Đồng,,Quận Hoàng Mai,Hà Nội,dedicated_address,consistent,street_only,success,
117496,https://batdongsan.vn/ban-dat-tang-nha-cap-4-o-to-vao-nha-thoai-mai-ngo-thang-tap-r117496,"Hà Đông, Hà Nội","BÁN ĐẤT TẶNG NHÀ CẤP 4 – Ô TÔ VÀO NHÀ THOẢI MÁI, NGÕ THẲNG TẮP",NGÕ THẲNG TẮP,NGÕ THẲNG TẮP,Ngõ Thẳng Tắp,,Hà Đông,Hà Nội,title,consistent,alley_or_lane,success,
142500,https://batdongsan.vn/5-ty-x-tieu-hoc-nhan-nha-o-ngay-tai-trau-quy-gia-lam-so-51m2-full-tho-cu-r142500,"Gia Lâm, Hà Nội","5 tỷ x tiểu học nhận nhà ở ngay tại Trâu Quỳ, Gia Lâm. Sổ 51m2 full thổ cư.","5 tỷ x tiểu học nhận nhà ở ngay tại Trâu Quỳ, Gia Lâm. Sổ 51m2 full thổ cư.","5 tỷ x tiểu học nhận nhà ở ngay tại Trâu Quỳ, Gia Lâm. Sổ 51m2 full thổ cư.",,,Gia Lâm,Hà Nội,title,consistent,landmark_only,success,
141288,https://batdongsan.vn/nha-pho-vinh-hung-hoang-mai-35-met-2-tang-chi-39-ty-r141288,"Hoàng Mai, Hà Nội","Nhà phố Vĩnh Hưng Hoàng Mai 35 mét, 2 tầng chỉ 3,9 tỷ",phố Vĩnh Hưng Hoàng Mai 35 mét,phố Vĩnh Hưng Hoàng Mai 35 mét,,,Hoàng Mai,Hà Nội,title,consistent,street_only,success,
183757,https://batdongsan.vn/nhacanhtruong-doanthi-diemnam-tu-liemthang-mayoto-45mx6tmt5m148ty-r183757,"Nam Từ Liêm, Hà Nội","NHÀCẠNHTRƯỜNG ĐOÀNTHỊ ĐIỂM,NAM TỪ LIÊM,THANG MÁY,OTO ,45Mx6T,MT=5M,14,8ty","NHÀCẠNHTRƯỜNG ĐOÀNTHỊ ĐIỂM,NAM TỪ LIÊM,THANG MÁY,OTO ,45Mx6T,MT=5M,14,8ty","NHÀCẠNHTRƯỜNG ĐOÀNTHỊ ĐIỂM,NAM TỪ LIÊM,THANG MÁY,OTO ,45Mx6T,MT=5M,14,8ty","Nhàcạnhtrường Đoànthị Điểm,Nam Từ Liêm,Thang Máy,Oto",,Nam Từ Liêm,Hà Nội,title,consistent,street_only,success,
145723,https://batdongsan.vn/nha-mat-pho-lo-duc-55m2-7t-thang-may-cuc-dep-kinh-doanh-o-to-do-cua-37-ty-tl-manh-r145723,"Hai Bà Trưng, Hà Nội",Nhà mặt phố Lò Đúc 55m2 7T thang máy cực đẹp kinh doanh ô tô đỗ cửa 37 tỷ TL mạnh,phố Lò Đúc 55m2 7T thang máy cực đẹp kinh doanh ô tô đỗ cửa 37 tỷ TL mạnh,phố Lò Đúc 55m2 7T thang máy cực đẹp kinh doanh ô tô đỗ cửa 37 tỷ TL mạnh,,,Hai Bà Trưng,Hà Nội,title,consistent,street_only,success,
92765,https://batdongsan.vn/36-ty-20m-ra-pho-ho-khau-tran-quoc-vuong-cau-giay-32m2-x-5-tang-r262940,"Cầu Giấy, Hà Nội",3.6 Tỷ - 20M ra phố - Hổ khẩu Trần Quốc Vượng - Cầu Giấy - 32M2 x 5 Tầng,phố - Hổ khẩu Trần Quốc Vượng - Cầu Giấy - 32M2 x 5 Tầng,phố - Hổ khẩu Trần Quốc Vượng - Cầu Giấy - 32M2 x 5 Tầng,Phố - Hổ Khẩu Trần Quốc Vượng,,Cầu Giấy,Hà Nội,title,consistent,street_only,success,
146594,https://batdongsan.vn/nha-dan-xay-58m-x-5t-ngo-thong-kinh-doanh-gan-o-to-ngoc-khanh-ba-dinh-gia-158-ty-r146594,"Ba Đình, Hà Nội","NHÀ DÂN XÂY 58M x 5T, NGÕ THÔNG KINH DOANH, GẦN Ô TÔ, NGỌC KHÁNH, BA ĐÌNH, GIÁ 15.8 TỶ",NGÕ THÔNG KINH DOANH,NGÕ THÔNG KINH DOANH,Nhà Dân Xây 58M,,Ba Đình,Hà Nội,title,consistent,alley_or_lane,success,
161363,https://batdongsan.vn/ban-gap-nha-kim-giang-so-do-cc-615-ty-38m2-r161363,"Thanh Trì, Hà Nội",BÁN GẤP - NHÀ KIM GIANG - SỔ ĐỎ CC 6.15 TỶ 38M2,BÁN GẤP - NHÀ KIM GIANG - SỔ ĐỎ CC 6.15 TỶ 38M2,BÁN GẤP - NHÀ KIM GIANG - SỔ ĐỎ CC 6.15 TỶ 38M2,Nhà Kim Giang,,Thanh Trì,Hà Nội,title,consistent,street_only,success,
137515,https://batdongsan.vn/o-to-tranh-nha-moi-tinh-tien-ich-bat-ngan-r137515,"Long Biên, Hà Nội",Ô TÔ TRÁNH - NHÀ MỚI TINH - TIỆN ÍCH BẠT NGÀN,Ô TÔ TRÁNH - NHÀ MỚI TINH - TIỆN ÍCH BẠT NGÀN,Ô TÔ TRÁNH - NHÀ MỚI TINH - TIỆN ÍCH BẠT NGÀN,Tô Tránh,,Long Biên,Hà Nội,title,consistent,street_only,success,
166006,https://batdongsan.vn/ban-toa-apartment-cao-cap-mat-pho-xay-moi-9-tang-29-can-ho-dong-tien-290thang-155m-79-ty-r166006,"Bắc Từ Liêm, Hà Nội",BÁN TÒA APARTMENT CAO CẤP MẶT PHỐ XÂY MỚI 9 TẦNG 29 CĂN HỘ DÒNG TIỀN 290/THÁNG 155M 79 TỶ,PHỐ XÂY MỚI 9 TẦNG 29 CĂN HỘ DÒNG TIỀN 290/THÁNG 155M 79 TỶ,PHỐ XÂY MỚI 9 TẦNG 29 CĂN HỘ DÒNG TIỀN 290/THÁNG 155M 79 TỶ,Bán Tòa Apartment Cao Cấp Mặt Phố Xây Mới,,Bắc Từ Liêm,Hà Nội,title,consistent,project_or_residential_area,success,
143884,https://batdongsan.vn/chinh-chu-phap-ly-day-du-nha-mat-duong-chien-thang-2-o-tranh-gan-cho-co-cho-de-o-to-truoc-cua-r143884,"Hà Đông, Hà Nội","Chính chủ, pháp lý đầy đủ, nhà mặt đường Chiến Thắng 2 ô tránh, gần chợ, có chỗ để ô tô trước cửa",đường Chiến Thắng 2 ô tránh,đường Chiến Thắng 2 ô tránh,Đường Chiến Thắng 2 Ô Tránh Chính Chủ,,Hà Đông,Hà Nội,title,consistent,street_only,success,
189725,https://batdongsan.vn/ban-nha-dai-tu-hoang-mai-o-to-lo-goc-30m2-x-5-tang-688-ty-r189725,"Hoàng Mai, Hà Nội","Bán nhà Đại Từ, Hoàng Mai, Ô tô, Lô góc, 30m2 x 5 tầng, 6.88 tỷ","Bán nhà Đại Từ, Hoàng Mai, Ô tô, Lô góc, 30m2 x 5 tầng, 6.88 tỷ","Bán nhà Đại Từ, Hoàng Mai, Ô tô, Lô góc, 30m2 x 5 tầng, 6.88 tỷ",,,Hoàng Mai,Hà Nội,title,consistent,unclear,success,
132977,https://batdongsan.vn/ban-nha-duong-noi-ha-dong-16m-ra-mat-pho-43m-4-tang-mt-38m-45-ty-r132977,"Hà Đông, Hà Nội",🏠 BÁN NHÀ Dương Nội- HÀ ĐÔNG 16m ra mặt phố 43m- 4 tầng- MT 3.8m- 4.5 tỷ,phố 43m- 4 tầng- MT 3.8m- 4.5 tỷ,phố 43m- 4 tầng- MT 3.8m- 4.5 tỷ,Phố 43M,,Hà Đông,Hà Nội,title,consistent,street_only,success,
134583,https://batdongsan.vn/ban-nha-nguyen-trai-ha-dong-o-to-do-cua-60m2-mat-tien-61m-chi-12-ty-r134583,"Hà Đông, Hà Nội","BÁN NHÀ NGUYỄN TRÃI, HÀ ĐÔNG, Ô TÔ ĐỖ CỬA, 60M², MẶT TIỀN 6.1M, CHỈ 12 TỶ",MẶT TIỀN 6.1M,MẶT TIỀN 6.1M,Mặt Tiền 6,,Hà Đông,Hà Nội,title,consistent,street_only,success,
160317,https://batdongsan.vn/nha-dep-phuong-mai-trung-tam-dong-dai-oto-do-cua-xe-tai-cach-30m-gia-11-ty-r160317,"Đống Đa, Hà Nội",NHÀ ĐẸP PHƯƠNG MAI - TRUNG TÂM ĐỐNG ĐAI – ÔTÔ ĐỖ CỬA – XE TẢI CÁCH 30M – GIÁ 11 TỶ,NHÀ ĐẸP PHƯƠNG MAI - TRUNG TÂM ĐỐNG ĐAI – ÔTÔ ĐỖ CỬA – XE TẢI CÁCH 30M – GIÁ 11 TỶ,NHÀ ĐẸP PHƯƠNG MAI - TRUNG TÂM ĐỐNG ĐAI – ÔTÔ ĐỖ CỬA – XE TẢI CÁCH 30M – GIÁ 11 TỶ,Nhà Đẹp Phương Mai,,Đống Đa,Hà Nội,title,consistent,street_only,success,
119436,https://batdongsan.vn/ban-gap-nha-nguyen-khanh-toan-phuong-quan-hoa-cau-giay-55m2-53-ty-gan-pho-r119436,"Cầu Giấy, Hà Nội",BÁN GẤP NHÀ NGUYỄN KHÁNH TOÀN PHƯỜNG QUAN HOA CẦU GIẤY 55M2 5.3 TỶ GẦN PHỐ,BÁN GẤP NHÀ NGUYỄN KHÁNH TOÀN PHƯỜNG QUAN HOA CẦU GIẤY 55M2 5.3 TỶ GẦN PHỐ,BÁN GẤP NHÀ NGUYỄN KHÁNH TOÀN PHƯỜNG QUAN HOA CẦU GIẤY 55M2 5.3 TỶ GẦN PHỐ,Phố Bán Gấp Nhà Nguyễn Khánh Toàn,,Cầu Giấy,Hà Nội,description,consistent,street_and_ward,success,
164635,https://batdongsan.vn/ban-nha-chinh-chu-ngo-69-thuy-khue-gan-ho-tay-so-do-rieng-gia-tot-r164635,"Tây Hồ, Hà Nội",BÁN NHÀ CHÍNH CHỦ NGÕ 69 THỤY KHUÊ – GẦN HỒ TÂY – SỔ ĐỎ RIÊNG – GIÁ TỐT,"Số 18 ngõ 69 Thụy Khuê, Tây Hồ, Hà Nội","Số 18 ngõ 69 Thụy Khuê, Tây Hồ, Hà Nội",Ngõ 69 Thụy Khuê,,Tây Hồ,Hà Nội,dedicated_address,consistent,alley_or_lane,success,
110815,https://batdongsan.vn/sieu-hiem-mat-pho-cho-thanh-xuan-bac-o-to-do-cua-kinh-doanh-du-loai-12-ty-r281009,"Thanh Xuân, Hà Nội","Siêu hiếm – mặt phố chợ Thanh Xuân Bắc - ô tô đỗ cửa, kinh doanh đủ loại 1,2 tỷ",phố chợ Thanh Xuân Bắc - ô tô đỗ cửa,phố chợ Thanh Xuân Bắc - ô tô đỗ cửa,Phố Chợ Thanh Xuân Bắc,,Thanh Xuân,Hà Nội,title,consistent,street_only,success,
182403,https://batdongsan.vn/ban-38m-dat-tang-nha-cap-4-nhat-tao-dong-ngac-sat-cipucha-15-ty-r182403,"Bắc Từ Liêm, Hà Nội",Bán 38m đất tặng nhà cấp 4 Nhật Tảo- Đông Ngạc- sát CIPUCHA- 1.5 tỷ,Bán 38m đất tặng nhà cấp 4 Nhật Tảo- Đông Ngạc- sát CIPUCHA- 1.5 tỷ,Bán 38m đất tặng nhà cấp 4 Nhật Tảo- Đông Ngạc- sát CIPUCHA- 1.5 tỷ,,,Bắc Từ Liêm,Hà Nội,title,consistent,unclear,success,
165175,https://batdongsan.vn/ban-chung-cu-mini-le-duc-tho-my-dinh-nam-tu-liem-81m2-7-tang-22p-gia-168-ti-r165175,"Nam Từ Liêm, Hà Nội","bán chung cư mini lê đức thọ, mỹ đình, nam từ liêm, 81m2, 7 tầng, 22P, giá 16,8 tỉ","bán chung cư mini lê đức thọ, mỹ đình, nam từ liêm, 81m2, 7 tầng, 22P, giá 16,8 tỉ","bán chung cư mini lê đức thọ, mỹ đình, nam từ liêm, 81m2, 7 tầng, 22P",,,Nam Từ Liêm,Hà Nội,title,consistent,project_or_residential_area,success,
193542,https://batdongsan.vn/chi-362-trieu-m-nha-mp-tay-ho-1193m-5-tang-mt-48m-kd-tot-sau-qh-thanh-nha-mp-vip-gia-432-ty-r193542,"Tây Hồ, Hà Nội",CHỈ 362 TRIỆU M NHÀ MP TÂY HỒ 119.3M 5 TẦNG MT 4.8M KD TỐT SAU QH THÀNH NHÀ MP VIP GIÁ 43.2 TỶ,CHỈ 362 TRIỆU M NHÀ MP TÂY HỒ 119.3M 5 TẦNG MT 4.8M KD TỐT SAU QH THÀNH NHÀ MP VIP GIÁ 43.2 TỶ,CHỈ 362 TRIỆU M NHÀ MP TÂY HỒ 119.3M 5 TẦNG MT 4.8M KD TỐT SAU QH THÀNH NHÀ MP VIP GIÁ 43.2 TỶ,Nhà Mp Tây Hồ 119.3M,,Tây Hồ,Hà Nội,title,consistent,street_only,success,
178776,https://batdongsan.vn/le-thanh-nghihai-ba-trung-26ty-111m-mat-tien-8m-tu-xay-o-ngo-thong-thoang-thuan-tien-di-chuyen-r178776,"Hai Bà Trưng, Hà Nội","LÊ THANH NGHỊ,HAI BÀ TRƯNG 26tỷ 111m MẶT TIỀN 8m TỰ XÂY Ở NGÕ THÔNG THOÁNG THUẬN TIỆN DI CHUYỂN",MẶT TIỀN 8m TỰ XÂY Ở NGÕ THÔNG THOÁNG THUẬN TIỆN DI CHUYỂN,MẶT TIỀN 8m TỰ XÂY Ở NGÕ THÔNG THOÁNG THUẬN TIỆN DI CHUYỂN,"Lê Thanh Nghị,Hai Bà Trưng",,Hai Bà Trưng,Hà Nội,title,consistent,alley_or_lane,success,
177599,https://batdongsan.vn/ban-nha-tran-phu-ha-dong-hai-mat-thoang-truoc-sau-ba-buoc-ra-pho-55m2-hon-10-ty-r177599,"Hà Đông, Hà Nội","Bán nhà Trần Phú Hà Đông, hai mặt thoáng trước sau, ba bước ra phố, 55m2, hơn 10 tỷ","Bán nhà Trần Phú Hà Đông, hai mặt thoáng trước sau, ba bước ra phố, 55m2, hơn 10 tỷ","Bán nhà Trần Phú Hà Đông, hai mặt thoáng trước sau, ba bước ra phố, 55m2, hơn 10 tỷ",,,Hà Đông,Hà Nội,description,consistent,street_only,success,
93124,https://batdongsan.vn/ban-nha-sieu-vip-tu-liem-50m-5-tang-r263299,"Bắc Từ Liêm, Hà Nội",BÁN NHÀ SIÊU VIP- TỪ LIÊM: 50M - 5 TẦNG,"Đắc địa, kết nối các trục giao thông trọng điểm, Phạm Văn Đồng * Khu phố văn minh, đoàn kết,","Đắc địa, kết nối các trục giao thông trọng điểm, Phạm Văn Đồng * Khu phố văn minh, đoàn kết",Phố Văn Minh,,Bắc Từ Liêm,Hà Nội,dedicated_address,consistent,street_only,success,
128910,https://batdongsan.vn/nhinh-5-ty-nha-moi-42m-x-5-tang-3-ngu-du-cong-nang-3-thoang-gan-pho-giap-bat-hoang-mai-r128910,"Hoàng Mai, Hà Nội","Nhỉnh 5 tỷ-nhà mới 42m x 5 tầng 3 ngủ đủ công năng-3 thoáng-gần phố-Giáp Bát, Hoàng Mai","Nhỉnh 5 tỷ-nhà mới 42m x 5 tầng 3 ngủ đủ công năng-3 thoáng-gần phố-Giáp Bát, Hoàng Mai","Nhỉnh 5 tỷ-nhà mới 42m x 5 tầng 3 ngủ đủ công năng-3 thoáng-gần phố-Giáp Bát, Hoàng Mai",,,Hoàng Mai,Hà Nội,description,consistent,street_only,success,
