id,detail_url,original_location,title,address_raw,address_normalized,street,ward,district_detail,province_detail,address_source,validation_status,address_category,crawl_status,crawl_error
178659,https://batdongsan.vn/chinh-chu-ban-hxh-182m-duong-le-thi-bach-cat-phuong-11-quan-11-dt-415x20m-gia-chi-115-ty-r178659,"Quận 11, Hồ Chí Minh","Chính Chủ Bán HXH 182M Đường Lê Thị Bạch Cát, Phường 11, Quận 11: DT 4.15x20m, Giá Chỉ 11,5 Tỷ,","Đường Lê Thị Bạch Cát, Phường 11, Quận 11","Đường Lê Thị Bạch Cát, Phường 11, Quận 11",Đường Lê Thị Bạch Cát,Phường 11,Quận 11,Hồ Chí Minh,title,consistent,street_and_ward,success,
152347,https://batdongsan.vn/c176-nha-2-tang-hxh-san-thu-nhap-13trthang-chi-hon-3-ty-r152347,"Quận 7, Hồ Chí Minh",C176 🔥 Nhà 2 tầng HXH  – sẵn thu nhập 13tr/tháng – Chỉ hơn 3 tỷ !!!,C176 🔥 Nhà 2 tầng HXH  – sẵn thu nhập 13tr/tháng – Chỉ hơn 3 tỷ !!!,C176 🔥 Nhà 2 tầng HXH – sẵn thu nhập 13tr/tháng – Chỉ hơn 3 tỷ !!!,,,Quận 7,Hồ Chí Minh,title,consistent,alley_or_lane,success,
159657,https://batdongsan.vn/huong-lo-2-68m-hem-6m-395-tyy-r159657,"Bình Tân, Hồ Chí Minh",Hương Lộ 2 - 68m - Hẻm 6m - 3.95 tỷy,Hẻm 6m - 3.95 tỷy,Hẻm 6m - 3.95 tỷy,Hẻm 6M,,Bình Tân,Hồ Chí Minh,title,consistent,alley_or_lane,success,
183292,https://batdongsan.vn/nha-sat-mat-tien-tx22-1-xec-hem-7m-3-lau-full-noi-that-r183292,"Quận 12, Hồ Chí Minh","NHÀ SÁT MẶT TIỀN TX22, 1 XẸC HẺM 7M, 3 LẦU FULL NỘI THẤT","122/4A Thạnh Xuân 22, Quận 12 – Hẻm 1 sẹc, di chuyển thuận tiện","122/4A Thạnh Xuân 22, Quận 12 – Hẻm 1 sẹc, di chuyển thuận tiện",Hẻm 1 Sẹc,,Quận 12,Hồ Chí Minh,dedicated_address,consistent,alley_or_lane,success,
176461,https://batdongsan.vn/nha-chua-co-tren-thi-truong-bt-luong-dinh-cua-35ty-r176461,"Quận 2, Hồ Chí Minh",Nhà chưa có trên thị trường BT Lương Định Của 35ty,"280F18 Lương Định Của , Phường An Phú , Quận 2","280F18 Lương Định Của , Phường An Phú , Quận 2",,Phường An Phú,Quận 2,Hồ Chí Minh,dedicated_address,consistent,unclear,success,
129129,https://batdongsan.vn/ban-nha-mat-tien-6-tang-72x25m-gia-1699-ty-duong-tan-thoi-hiep-14-r129129,"Quận 12, Hồ Chí Minh","Bán nhà mặt tiền 6 tầng 7,2x25m giá 16,99 tỷ Đường Tân Thới Hiệp 14",mặt tiền 6 tầng 7,mặt tiền 6 tầng 7,,,Quận 12,Hồ Chí Minh,title,consistent,unclear,success,
91699,https://batdongsan.vn/hxh-6m-le-duc-tho-4x12-53-ty-p15-go-vap-r261873,"Gò Vấp, Hồ Chí Minh","Hxh 6m Lê Đức Thọ 4x12 5,3 tỷ P15 Gò Vấp","Hxh 6m Lê Đức Thọ 4x12 5,3 tỷ P15 Gò Vấp","Hxh 6m Lê Đức Thọ 4x12 5,3 tỷ P15 Gò Vấp",,,Gò Vấp,Hồ Chí Minh,title,consistent,alley_or_lane,success,
83458,https://batdongsan.vn/can-ban-nha-hem-huynh-tan-phat-phu-thuan-quan-7-38m2-r253618,"Quận 7, Hồ Chí Minh",Cần bán nhà hẻm Huỳnh Tấn Phát – Phú Thuận - Quận 7 – 38m2,hẻm Huỳnh Tấn Phát – Phú Thuận - Quận 7 – 38m2,hẻm Huỳnh Tấn Phát – Phú Thuận - Quận 7 – 38m2,,,Quận 7,Hồ Chí Minh,title,consistent,alley_or_lane,success,
155893,https://batdongsan.vn/mt-khung-15x25m-truong-thi-hoa-q12-vi-tri-vang-cho-cafe-ngan-hang-tiem-vang-r155893,"Quận 12, Hồ Chí Minh","MT KHỦNG (15x25m) – TRƯƠNG THỊ HOA, Q12 – VỊ TRÍ VÀNG CHO CAFE, NGÂN HÀNG, TIỆM VÀNG","MT KHỦNG (15x25m) – TRƯƠNG THỊ HOA, Q12 – VỊ TRÍ VÀNG CHO CAFE, NGÂN HÀNG, TIỆM VÀNG","MT KHỦNG (15x25m) – TRƯƠNG THỊ HOA, Q12 – VỊ TRÍ VÀNG CHO CAFE, NGÂN HÀNG, TIỆM VÀNG",Mt Khủng,,Quận 12,Hồ Chí Minh,title,consistent,street_only,success,
117956,https://batdongsan.vn/binh-thanh-nguyen-van-dau-hem-xe-hoi-thong-tu-tung-qua-cho-hoang-hoa-tham-ngang-4m-khu-dan-cu-r117956,"Bình Thạnh, Hồ Chí Minh","BÌNH THẠNH, NGUYỄN VĂN ĐẬU – HẺM XE HƠI THÔNG TỨ TUNG QUA CHỢ HOÀNG HOA THÁM, NGANG 4M, KHU DÂN CƯ",HẺM XE HƠI THÔNG TỨ TUNG QUA CHỢ HOÀNG HOA THÁM,HẺM XE HƠI THÔNG TỨ TUNG QUA CHỢ HOÀNG HOA THÁM,"Bình Thạnh, Nguyễn Văn Đậu",,Bình Thạnh,Hồ Chí Minh,title,consistent,alley_or_lane,success,
88558,https://batdongsan.vn/hxh-phan-van-tri-2-lau-5x17-67-ty-p5-go-vap-r258728,"Gò Vấp, Hồ Chí Minh",Hxh Phan Văn Trị 2 lầu 5x17 6.7 tỷ P5 Gò Vấp,Hxh Phan Văn Trị 2 lầu 5x17 6.7 tỷ P5 Gò Vấp,Hxh Phan Văn Trị 2 lầu 5x17 6.7 tỷ P5 Gò Vấp,,,Gò Vấp,Hồ Chí Minh,title,consistent,alley_or_lane,success,
166949,https://batdongsan.vn/duoi-3-ty-shr-gan-song-sai-gon-ban-nha-thanh-loc-ho-tro-vay-bank-toi-da-r166949,"Quận 12, Hồ Chí Minh","Dưới 3 tỷ SHR gần sông Sài Gòn, bán nhà Thạnh Lộc hỗ trợ vay Bank tối đa","Dưới 3 tỷ SHR gần sông Sài Gòn, bán nhà Thạnh Lộc hỗ trợ vay Bank tối đa","Dưới 3 tỷ SHR gần sông Sài Gòn, bán nhà Thạnh Lộc hỗ trợ vay Bank tối đa",,,Quận 12,Hồ Chí Minh,title,consistent,landmark_only,success,
183145,https://batdongsan.vn/ban-dat-tang-nha-3-lau-mat-tien-duong-khu-dan-cu-hong-long-hiep-binh-phuoc-thanh-pho-thu-duc-r183145,"Thủ Đức, Hồ Chí Minh","Bán Đất Tặng Nhà 3 Lầu Mặt Tiền Đường Khu Dân Cư Hồng Long, Hiệp Bình Phước, Thành Phố Thủ Đức","mặt tiền đường xe hơi 12m đường bàn cờ Khu dân cư hồng Long ra hiệp bình, cách quốc lộ 13 chỉ 300m, về KĐT Vạn Phúc, đại học luật, chợ Hiệp Bình, từ 3 -5 phút, bán kính 1km đầy đủ các tiện ích thích hợp gia đình ở hay nua cho thuê làm văn phòng công ty,","mặt tiền đường xe hơi 12m đường bàn cờ Khu dân cư hồng Long ra hiệp bình, cách quốc lộ 13 chỉ 300m, về KĐT Vạn Phúc, đại học luật, chợ Hiệp Bình, từ 3 -5 phút, bán kính 1km đầy đủ các tiện ích thích hợp gia đình ở hay nua cho thuê làm văn phòng công ty",,,Thủ Đức,Hồ Chí Minh,dedicated_address,consistent,project_or_residential_area,success,
143744,https://batdongsan.vn/ban-nha-mat-tien-tung-thien-vuong-4x16-chi-16-ty-9-r143744,"Quận 8, Hồ Chí Minh",Bán nhà mặt tiền Tùng Thiện Vương 4x16 chỉ 16 tỷ 9,mặt tiền Tùng Thiện Vương 4x16 chỉ 16 tỷ 9,mặt tiền Tùng Thiện Vương 4x16 chỉ 16 tỷ 9,,,Quận 8,Hồ Chí Minh,title,consistent,unclear,success,
193552,https://batdongsan.vn/nha-dep-gia-mem-5x15-hem-6m-tch10-quan-12-co-hoi-chot-nhanh-r193552,"Quận 12, Hồ Chí Minh",NHÀ ĐẸP GIÁ MỀM (5x15) – HẺM 6M TCH10 QUẬN 12 – CƠ HỘI CHỐT NHANH!,HẺM 6M TCH10 QUẬN 12 – CƠ HỘI CHỐT NHANH!,HẺM 6M TCH10 QUẬN 12 – CƠ HỘI CHỐT NHANH!,Hẻm 6M Tch10,,Quận 12,Hồ Chí Minh,title,consistent,alley_or_lane,success,
187365,https://batdongsan.vn/nha-moi-hiem-ngang-7m-gan-ga-t3-tang-full-noi-that-cao-cap-r187365,"Gò Vấp, Hồ Chí Minh","NHÀ MỚI HIẾM NGANG 7M – GẦN GA T3, TẶNG FULL NỘI THẤT CAO CẤP","NHÀ MỚI HIẾM NGANG 7M – GẦN GA T3, TẶNG FULL NỘI THẤT CAO CẤP","NHÀ MỚI HIẾM NGANG 7M – GẦN GA T3, TẶNG FULL NỘI THẤT CAO CẤP",Nhà Mới Hiếm Ngang 7M,,Gò Vấp,Hồ Chí Minh,title,consistent,street_only,success,
150381,https://batdongsan.vn/hem-xe-hoi-thong-dt-52m2-x-2tang-x-ngang-4m-quang-trung-p14-go-vap-chi-52-ty-r150381,"Gò Vấp, Hồ Chí Minh","HẺM XE HƠI THÔNG DT 52M2 x 2TẦNG x NGANG 4M, QUANG TRUNG, P.14 GÒ VẤP, CHỈ 5.2 TỶ",HẺM XE HƠI THÔNG DT 52M2 x 2TẦNG x NGANG 4M,HẺM XE HƠI THÔNG DT 52M2 x 2TẦNG x NGANG 4M,Hẻm Xe Hơi Thông,,Gò Vấp,Hồ Chí Minh,title,consistent,alley_or_lane,success,
120070,https://batdongsan.vn/ngay-ubnd-phuong-16-hem-3m-dt-39-x-11m-btct-3-tang-r120070,"Gò Vấp, Hồ Chí Minh",Ngay UBND phường 16 - Hẻm 3m - DT 3.9 x 11m - BTCT 3 Tầng,Hẻm 3m - DT 3.9 x 11m - BTCT 3 Tầng,Hẻm 3m - DT 3.9 x 11m - BTCT 3 Tầng,Hẻm 3M,Phường 16,Gò Vấp,Hồ Chí Minh,title,consistent,full_address,success,
173847,https://batdongsan.vn/ban-nha-55-thanh-my-305x9m-1-lau-2pn-2wc-gia-36-ty-r173847,"Tân Bình, Hồ Chí Minh","Bán nhà 55/ Thành Mỹ, 3.05x9m, 1 lầu , 2pn 2wc, giá 3.6 tỷ","Bán nhà 55/ Thành Mỹ, 3.05x9m, 1 lầu , 2pn 2wc, giá 3.6 tỷ","Bán nhà 55/ Thành Mỹ, 3.05x9m, 1 lầu , 2pn 2wc",,,Tân Bình,Hồ Chí Minh,title,consistent,unclear,success,
195837,https://batdongsan.vn/biet-thu-tret-lau-cuc-dep-hem-1-quan-ca-phe-osaka-68-duong-ta16-quan-12-gia-tot-r195837,"Quận 12, Hồ Chí Minh","Biệt thự trệt lầu cực đẹp – hẻm 1/ quán cà phê Osaka (68) đường TA16, Quận 12 giá tốt","hẻm 1/ quán cà phê Osaka (68) đường TA16, Quận 12 giá tốt","hẻm 1/ quán cà phê Osaka (68) đường TA16, Quận 12 giá tốt",Đường Ta16,,Quận 12,Hồ Chí Minh,title,consistent,alley_or_lane,success,
167803,https://batdongsan.vn/nha-ban-thiet-ke-dep-sang-trong-mt-duong-tran-binh-trong-p1-go-vap-46-x-26-3-tang-15-ty-r167803,"Gò Vấp, Hồ Chí Minh","Nhà bán thiết kế đẹp, sang trọng MT đường Trần Bình Trọng, P1, Gò Vấp - 4.6 X 26 - 3 Tầng - 15 tỷ",đường Trần Bình Trọng,đường Trần Bình Trọng,,,Gò Vấp,Hồ Chí Minh,title,consistent,street_only,success,
128069,https://batdongsan.vn/1-ban-nha-gan-khu-phan-xich-long-2-pn-hxh-sat-khong-qh-dan-tri-hoan-cong-r128069,"Phú Nhuận, Hồ Chí Minh",+1 BÁN NHÀ GẦN KHU PHAN XÍCH LONG - 2 PN - HXH SÁT - KHÔNG QH - DÂN TRÍ - HOÀN CÔNG,+1 BÁN NHÀ GẦN KHU PHAN XÍCH LONG - 2 PN - HXH SÁT - KHÔNG QH - DÂN TRÍ - HOÀN CÔNG,+1 BÁN NHÀ GẦN KHU PHAN XÍCH LONG - 2 PN - HXH SÁT - KHÔNG QH - DÂN TRÍ - HOÀN CÔNG,Bán Nhà Gần Khu Phan Xích Long,,Phú Nhuận,Hồ Chí Minh,title,consistent,alley_or_lane,success,
182548,https://batdongsan.vn/xuat-canh-can-ban-gap-nha-mt-duong-truong-sa-q3-dt-34m-x-116m-r182548,"Quận 3, Hồ Chí Minh","Xuất cảnh cần bán gấp nhà MT Đường Trường Sa - Q3 (DT 3,4M x 11,6M)",Đường Trường Sa - Q3 (DT 3,Đường Trường Sa - Q3 (DT 3,Đường Trường Sa,,Quận 3,Hồ Chí Minh,title,consistent,street_only,success,
98738,https://batdongsan.vn/ban-nha-rieng-go-vap-phuong-5-nguyen-thai-son-4-tang-48m2-san-dong-tien-r268918,"Gò Vấp, Hồ Chí Minh","Bán Nhà Riêng Gò Vấp, Phường 5, Nguyễn Thái Sơn, 4 Tầng, 48m2, Sẵn dòng tiền","Ngay chợ Gò Vấp, Emart, khu ĐH Văn Lang 3,ĐH Công Nghiệp 4, Cityland, Phan Văn Trị, Vincom, thông ra Dương Quảng Hàm, Phạm Văn Đồng, Phan Văn Trị, Nguyễn Văn Nghi, Lý Thường Kiệt, Lê Đức Thọ,","Ngay chợ Gò Vấp, Emart, khu ĐH Văn Lang 3,ĐH Công Nghiệp 4, Cityland, Phan Văn Trị, Vincom, thông ra Dương Quảng Hàm, Phạm Văn Đồng, Phan Văn Trị, Nguyễn Văn Nghi, Lý Thường Kiệt, Lê Đức Thọ",,Phường 5,Gò Vấp,Hồ Chí Minh,dedicated_address,consistent,landmark_only,success,
98648,https://batdongsan.vn/hxh-no-trang-long-5x8-2pn-51-ty-p7-binh-thanh-r268828,"Bình Thạnh, Hồ Chí Minh",Hxh Nơ Trang Long 5x8 2pn 5.1 tỷ P7 Bình Thạnh,Hxh Nơ Trang Long 5x8 2pn 5.1 tỷ P7 Bình Thạnh,Hxh Nơ Trang Long 5x8 2pn 5.1 tỷ P7 Bình Thạnh,,,Bình Thạnh,Hồ Chí Minh,title,consistent,alley_or_lane,success,
194257,https://batdongsan.vn/nha-5-tang-dan-xay-phan-lo-cum-cn-lai-xa-gan-nhon-dh-cong-nghiep-o-to-tranh-r194257,"Hoài Đức, Hà Nội","NHÀ 5 TẦNG, DÂN XÂY, PHÂN LÔ CỤM CN LAI XÁ, GẦN NHỔN ĐH CÔNG NGHIỆP - Ô TÔ TRÁNH","NHÀ 5 TẦNG, DÂN XÂY, PHÂN LÔ CỤM CN LAI XÁ, GẦN NHỔN ĐH CÔNG NGHIỆP - Ô TÔ TRÁNH","NHÀ 5 TẦNG, DÂN XÂY, PHÂN LÔ CỤM CN LAI XÁ, GẦN NHỔN ĐH CÔNG NGHIỆP - Ô TÔ TRÁNH",Tô Tránh,,Hoài Đức,Hà Nội,title,consistent,street_only,success,
130276,https://batdongsan.vn/ban-nha-pho-gieng-sen-le-trong-tan-7-tang-o-to-do-cua-50m-155-ty-r130276,"Hà Đông, Hà Nội","BÁN NHÀ PHỐ GIẾNG SEN LÊ TRỌNG TẤN, 7 TẦNG, Ô TÔ ĐỖ CỬA, 50m, 15.5 tỷ",PHỐ GIẾNG SEN LÊ TRỌNG TẤN,PHỐ GIẾNG SEN LÊ TRỌNG TẤN,"Bán Nhà Phố Giếng Sen Lê Trọng Tấn,",,Hà Đông,Hà Nội,title,consistent,street_only,success,
194787,https://batdongsan.vn/ban-nha-thanh-am-long-bienoto-do-conglo-gocthang-may42m-nhinh-9-ty-r194787,"Long Biên, Hà Nội","BÁN NHÀ THANH AM LONG BIÊN,OTO ĐỖ CỔNG,LÔ GÓC,THANG MÁY,42M NHỈNH 9 TỶ","BÁN NHÀ THANH AM LONG BIÊN,OTO ĐỖ CỔNG,LÔ GÓC,THANG MÁY,42M NHỈNH 9 TỶ","BÁN NHÀ THANH AM LONG BIÊN,OTO ĐỖ CỔNG,LÔ GÓC,THANG MÁY,42M NHỈNH 9 TỶ","Bán Nhà Thanh Am Long Biên,Oto Đỗ Cổng,Lô Góc,Thang Máy,42M Nhỉnh",,Long Biên,Hà Nội,title,consistent,street_only,success,
145851,https://batdongsan.vn/cuc-pham-pho-tran-quang-dieu-43m2-7t-thang-may-mt5m-o-to-ngay-vuon-hoa-1-6-r145851,"Đống Đa, Hà Nội",Cực phẩm phố Trần Quang Diệu 43m2 7T thang máy MT5m ô tô ngay Vườn Hoa 1-6,phố Trần Quang Diệu 43m2 7T thang máy MT5m ô tô ngay Vườn Hoa 1-6,phố Trần Quang Diệu 43m2 7T thang máy MT5m ô tô ngay Vườn Hoa 1-6,,,Đống Đa,Hà Nội,title,consistent,street_only,success,
174854,https://batdongsan.vn/ban-nha-mat-pho-dong-ngac-85m-5-tang-11m-mat-tien-thang-may-kinh-doanh-gia-21-ty-r174854,"Bắc Từ Liêm, Hà Nội","BÁN NHÀ MẶT PHỐ ĐÔNG NGẠC, 85M, 5 TẦNG, 11M MẶT TIỀN, THANG MÁY, KINH DOANH, GIÁ 21 TỶ.",PHỐ ĐÔNG NGẠC,PHỐ ĐÔNG NGẠC,"Bán Nhà Mặt Phố Đông Ngạc, 85M,",,Bắc Từ Liêm,Hà Nội,title,consistent,street_only,success,
163322,https://batdongsan.vn/sieu-pham-khuong-ha-o-to-tranh-kinh-doanh-43m2-5-tang-1389-ty-r163322,"Thanh Xuân, Hà Nội","SIÊU PHẨM KHƯƠNG HẠ – Ô TÔ TRÁNH, KINH DOANH, 43M2 , 5 TẦNG, 13.89 TỶ","SIÊU PHẨM KHƯƠNG HẠ – Ô TÔ TRÁNH, KINH DOANH, 43M2 , 5 TẦNG, 13.89 TỶ","SIÊU PHẨM KHƯƠNG HẠ – Ô TÔ TRÁNH, KINH DOANH, 43M2 , 5 TẦNG, 13.89 TỶ","Tô Tránh, Kinh Doanh, 43M2",,Thanh Xuân,Hà Nội,title,consistent,street_only,success,
178125,https://batdongsan.vn/tn-vp-nguyen-khang-73m-9-tang-mat-tien-45m-35-ty-o-to-kinh-doanh-0986073333-r178125,"Cầu Giấy, Hà Nội",TN VP Nguyễn Khang 73m 9 tầng mặt tiền 4.5m 35 Tỷ ô tô kinh doanh 0986073333,mặt tiền 4.5m 35 Tỷ ô tô kinh doanh 0986073333,mặt tiền 4.5m 35 Tỷ ô tô kinh doanh 0986073333,Mặt Tiền 4,,Cầu Giấy,Hà Nội,title,consistent,street_only,success,
148927,https://batdongsan.vn/minh-can-ban-nha-o-quang-trung-ha-dong-ha-noi-5-tang-30m2-nhinh-5ty-r148927,"Hà Đông, Hà Nội",MÌNH CẦN BÁN NHÀ Ở QUANG TRUNG-HÀ ĐỒNG-HÀ NỘI-5 Tầng-30m2-Nhỉnh 5Tỷ,gần nhà ga tàu điện trên cao cách BX Yên Nghĩa 100M,gần nhà ga tàu điện trên cao cách BX Yên Nghĩa 100M,Quang Trung-Hà Đồng-Hà Nội-5,,Hà Đông,Hà Nội,dedicated_address,consistent,street_only,success,
107198,https://batdongsan.vn/ban-nha-lo-duc-hai-ba-trung-45m-4tang-2ngu-46ty-nha-moi-dep-hien-dai-r277392,"Hai Bà Trưng, Hà Nội","Bán Nhà Lò Đúc Hai Bà Trưng 45m 4Tầng 2Ngủ 4,6Tỷ Nhà Mới Đẹp Hiện Đại .","Bán Nhà Lò Đúc Hai Bà Trưng 45m 4Tầng 2Ngủ 4,6Tỷ Nhà Mới Đẹp Hiện Đại .","Bán Nhà Lò Đúc Hai Bà Trưng 45m 4Tầng 2Ngủ 4,6Tỷ Nhà Mới Đẹp Hiện Đại .",,,Hai Bà Trưng,Hà Nội,title,consistent,unclear,success,
189560,https://batdongsan.vn/co-nhue-hot-nha-pho-dep-ngo-rong-nhu-pho-quy-hoach-view-ho-tuong-lai-r189560,"Bắc Từ Liêm, Hà Nội",[CỔ NHUẾ] HOT! NHÀ PHỐ ĐẸP - NGÕ RỘNG NHƯ PHỐ - QUY HOẠCH VIEW HỒ TƯƠNG LAI!,PHỐ ĐẸP - NGÕ RỘNG NHƯ PHỐ - QUY HOẠCH VIEW HỒ TƯƠNG LAI!,PHỐ ĐẸP - NGÕ RỘNG NHƯ PHỐ - QUY HOẠCH VIEW HỒ TƯƠNG LAI!,Phố Đẹp,,Bắc Từ Liêm,Hà Nội,title,consistent,alley_or_lane,success,
93523,https://batdongsan.vn/ban-nha-quan-cau-giay-gia-re-2023-r263698,"Cầu Giấy, Hà Nội",bán nhà quận cầu giấy giá rẻ 2023,bán nhà quận cầu giấy giá rẻ 2023,bán nhà quận cầu giấy giá rẻ 2023,,,Quận Cầu Giấy,Hà Nội,description,consistent,unclear,success,
155073,https://batdongsan.vn/ban-nha-nguyen-an-ninh-15m-ra-pho-vua-o-vua-kinh-doanh-60m2-gia-13-ty-r155073,"Hoàng Mai, Hà Nội",BÁN NHÀ NGUYỄN AN NINH – 15M RA PHỐ – VỪA Ở VỪA KINH DOANH – 60M²– GIÁ 13 TỶ,PHỐ – VỪA Ở VỪA KINH DOANH – 60M²– GIÁ 13 TỶ,PHỐ – VỪA Ở VỪA KINH DOANH – 60M²– GIÁ 13 TỶ,Bán Nhà Nguyễn An Ninh,,Hoàng Mai,Hà Nội,title,consistent,street_only,success,
143100,https://batdongsan.vn/dep-thattt-nghia-tan-cau-giay-5470m-2pn-noi-that-xin-so-38-ty-r143100,"Cầu Giấy, Hà Nội","💥ĐẸP THẬT💥TT Nghĩa Tân, Cầu Giấy 54/70m 2PN Nội thất xịn sò, 3.8 Tỷ","💥ĐẸP THẬT💥TT Nghĩa Tân, Cầu Giấy 54/70m 2PN Nội thất xịn sò, 3.8 Tỷ","💥ĐẸP THẬT💥TT Nghĩa Tân, Cầu Giấy 54/70m 2PN Nội thất xịn sò, 3.8 Tỷ",💥Đẹp Thật💥Tt,,Cầu Giấy,Hà Nội,title,consistent,house_number_and_street,success,
170331,https://batdongsan.vn/ban-nha-dep-ngoc-thuy-long-bien-ngo-thong-view-vuon-hoa-gan-pho-co-hang-xom-than-thien-r170331,"Long Biên, Hà Nội",BÁN NHÀ ĐẸP NGỌC THỤY - LONG BIÊN- NGÕ THÔNG - VIEW VƯỜN HOA - GẦN PHỐ CỔ- HÀNG XÓM THÂN THIỆN,NGÕ THÔNG - VIEW VƯỜN HOA - GẦN PHỐ CỔ- HÀNG XÓM THÂN THIỆN,NGÕ THÔNG - VIEW VƯỜN HOA - GẦN PHỐ CỔ- HÀNG XÓM THÂN THIỆN,Ngõ Thông,,Long Biên,Hà Nội,title,consistent,alley_or_lane,success,
119519,https://batdongsan.vn/ban-nha-do-duc-duc-nam-tu-liem-ngo-nong-30m-ra-pho-an-sinh-khu-vuc-tot-r119519,"Nam Từ Liêm, Hà Nội",BÁN NHÀ ĐÕ ĐỨC DỤC NAM TỪ LIÊM NGÕ NÔNG 30M RA PHỐ AN SINH KHU VỰC TỐT,NGÕ NÔNG 30M RA PHỐ AN SINH KHU VỰC TỐT,NGÕ NÔNG 30M RA PHỐ AN SINH KHU VỰC TỐT,Bán Nhà Đõ Đức Dục Nam Từ Liêm Ngõ Nông 30M Ra Phố An Sinh Khu Vực Tốt,,Nam Từ Liêm,Hà Nội,title,consistent,alley_or_lane,success,
95330,https://batdongsan.vn/ban-nha-mat-ngo-91-nguyen-chi-thanh-dong-da-40m-4-tang-gia-12-ty-r265505,"Đống Đa, Hà Nội","Bán nhà mặt ngõ 91 Nguyễn Chi Thanh, Đống Đa 40m, 4 tầng. Giá: 12 tỷ",ngõ 91 Nguyễn Chi Thanh,ngõ 91 Nguyễn Chi Thanh,,,Đống Đa,Hà Nội,title,consistent,alley_or_lane,success,
156318,https://batdongsan.vn/ban-nha-pho-nguyen-an-ninh-mat-ngo-rong-o-to-vao-nha-5-tang-50m2-gia-tot-r156318,"Hai Bà Trưng, Hà Nội","Bán nhà phố Nguyến An Ninh mặt ngõ rộng, ô tô vào nhà, 5 tầng, 50m2, giá tốt",phố Nguyến An Ninh mặt ngõ rộng,phố Nguyến An Ninh mặt ngõ rộng,,,Hai Bà Trưng,Hà Nội,title,consistent,alley_or_lane,success,
101016,https://batdongsan.vn/ban-nha-ngo-73-hoang-ngan-phuong-nhan-chinh-tang-1-de-o-to-mat-tien-5m-gia-77-ty-r271199,"Thanh Xuân, Hà Nội","Bán nhà ngõ 73 Hoàng Ngân, phường Nhân Chính, tầng 1 để ô tô, mặt tiền 5m giá 7.7 tỷ","ngõ 73 Hoàng Ngân, phường Nhân Chính","ngõ 73 Hoàng Ngân, phường Nhân Chính",Ngõ 73 Hoàng Ngân,,Thanh Xuân,Hà Nội,title,consistent,full_address,success,
138070,https://batdongsan.vn/hiem-nha-hoe-nhai-ba-dinh-35m2-2-tang-gia-3ty-nha-dep-vai-buoc-ra-pho-ho-khau-pho-co-nha-dep-r138070,"Ba Đình, Hà Nội","HIẾM NHÀ HÒE NHAI, BA ĐÌNH. 35M2 2 TẦNG GIÁ 3TỶ- NHÀ ĐẸP VÀI BƯỚC RA PHỐ - HỘ KHẨU PHỐ CỔ-NHÀ ĐẸP","Phố Hoè Nhai là phố nối thông Quán Thánh- Nguyễn Trường Tộ - Hàng Than, cửa ngõ Hoàn Kiếm -","Phố Hoè Nhai là phố nối thông Quán Thánh- Nguyễn Trường Tộ - Hàng Than, cửa ngõ Hoàn Kiếm","Hiếm Nhà Hòe Nhai, Ba Đình. 35M2",,Ba Đình,Hà Nội,dedicated_address,consistent,alley_or_lane,success,
156847,https://batdongsan.vn/ban-nha-5-tang-pho-giai-phong-hoang-mai-8-ty-hon-so-do-chinh-chu-r156847,"Hoàng Mai, Hà Nội",BÁN NHÀ 5 TẦNG PHỐ GIẢI PHÓNG - HOÀNG MAI - 8 TỶ HƠN - SỔ ĐỎ CHÍNH CHỦ,PHỐ GIẢI PHÓNG - HOÀNG MAI - 8 TỶ HƠN - SỔ ĐỎ CHÍNH CHỦ,PHỐ GIẢI PHÓNG - HOÀNG MAI - 8 TỶ HƠN - SỔ ĐỎ CHÍNH CHỦ,Phố Giải Phóng,,Hoàng Mai,Hà Nội,title,consistent,street_only,success,
144032,https://batdongsan.vn/ban-nha-moi-lo-goc-dinh-cong-ngo-thong-cach-pho-chi-10m-r144032,"Hoàng Mai, Hà Nội",BÁN NHÀ MỚI LÔ GÓC ĐỊNH CÔNG - NGÕ THÔNG - CÁCH PHỐ CHỈ 10M,NGÕ THÔNG - CÁCH PHỐ CHỈ 10M,NGÕ THÔNG - CÁCH PHỐ CHỈ 10M,Ngõ Thông,,Hoàng Mai,Hà Nội,title,consistent,alley_or_lane,success,
165078,https://batdongsan.vn/le-trong-tan-ngo-oto-thang-tap-50m-ra-pho-76m2-3-tang-mat-tien-38m-gia-268-ty-r165078,"Thanh Xuân, Hà Nội",LÊ TRỌNG TẤN - NGÕ OTO THẲNG TẮP 50m RA PHỐ - 76m2 3 tầng mặt tiền 3.8m Giá 26.8 tỷ,NGÕ OTO THẲNG TẮP 50m RA PHỐ - 76m2 3 tầng mặt tiền 3.8m Giá 26.8 tỷ,NGÕ OTO THẲNG TẮP 50m RA PHỐ - 76m2 3 tầng mặt tiền 3.8m Giá 26.8 tỷ,Ngõ Oto Thẳng Tắp 50M Ra Phố,,Thanh Xuân,Hà Nội,title,consistent,alley_or_lane,success,
