area_m2,bedrooms,frontage,price_million_vnd,province,district,distance_to_center_km,log_area,area_sq,log_distance,area_dist_inter
61.0,2.0,0,5000.0,Hồ Chí Minh,Tân Phú,8.06,4.127134385045092,3721.0,2.203869120054888,491.66
68.0,4.0,0,15888.0,Hà Nội,Long Biên,4.08,4.23410650459726,4624.0,1.6253112615903906,277.44
80.0,4.0,1,6950.0,Hồ Chí Minh,Quận 8,9.83,4.394449154672439,6400.0,2.382320061012899,786.4
65.0,4.0,0,5500.0,Thái Bình,Thái Bình,,4.189654742026425,4225.0,1.9300710850255671,382.84999999999997
38.0,,0,6950.0,Hà Nội,Hoàng Mai,5.66,3.6635616461296463,1444.0,1.8961194845522977,215.08
45.0,5.0,0,9500.0,Hà Nội,Long Biên,4.08,3.828641396489095,2025.0,1.6253112615903906,183.6
40.0,3.0,0,14000.0,Hà Nội,Long Biên,4.08,3.713572066704308,1600.0,1.6253112615903906,163.2
80.0,,0,6000.0,Hồ Chí Minh,Tân Phú,8.06,4.394449154672439,6400.0,2.203869120054888,644.8000000000001
50.0,,0,8000.0,Hà Nội,Long Biên,4.08,3.9318256327243257,2500.0,1.6253112615903906,204.0
33.0,3.0,0,4600.0,Hà Nội,Đan Phượng,21.14,3.5263605246161616,1089.0,3.0973859272804907,697.62
85.0,20.0,0,22500.0,Hà Nội,Đống Đa,3.27,4.454347296253507,7225.0,1.451613827240533,277.95
35.0,4.0,0,7400.0,Hồ Chí Minh,Tân Bình,5.89,3.58351893845611,1225.0,1.9300710850255671,206.14999999999998
1309.0,5.0,0,46500.0,Hồ Chí Minh,Quận 12,11.96,7.177782416195197,1713481.0,2.561867690924129,15655.640000000001
42.0,4.0,0,4750.0,Hà Nội,Thanh Xuân,5.88,3.7612001156935624,1764.0,1.9286186519452522,246.96
60.0,6.0,0,25000.0,Hà Nội,Long Biên,4.08,4.110873864173311,3600.0,1.6253112615903906,244.8
56.0,3.0,0,6500.0,Hồ Chí Minh,Tân Bình,5.89,4.04305126783455,3136.0,1.9300710850255671,329.84
45.0,8.0,0,6500.0,Hà Nội,Hoài Đức,16.19,3.828641396489095,2025.0,2.844327819394758,728.5500000000001
131.0,10.0,0,54000.0,Hồ Chí Minh,Phú Nhuận,3.35,4.882801922586371,17161.0,1.4701758451005926,438.85
30.0,6.0,1,7980.0,Hà Nội,Đống Đa,3.27,3.4339872044851463,900.0,1.451613827240533,98.1
48.0,4.0,0,11000.0,Hà Nội,Bắc Từ Liêm,10.82,3.8918202981106265,2304.0,2.469793011977952,519.36
2.0,3.0,1,5800.0,Hà Nội,Long Biên,4.08,1.0986122886681098,4.0,1.6253112615903906,8.16
36.0,4.0,0,11600.0,Hà Nội,Đống Đa,3.27,3.6109179126442243,1296.0,1.451613827240533,117.72
140.0,9.0,0,65000.0,Hà Nội,Đống Đa,3.27,4.948759890378168,19600.0,1.451613827240533,457.8
52.0,4.0,0,12.2,Hà Nội,Bắc Từ Liêm,10.82,3.970291913552122,2704.0,2.469793011977952,562.64
47.0,4.0,0,5300.0,Hà Nội,Hoài Đức,16.19,3.871201010907891,2209.0,2.844327819394758,760.9300000000001
85.0,6.0,0,7300.0,Hồ Chí Minh,Gò Vấp,7.86,4.454347296253507,7225.0,2.1815467646169897,668.1
101.0,7.0,0,89800.0,Hồ Chí Minh,Tân Phú,8.06,4.624972813284271,10201.0,2.203869120054888,814.0600000000001
23.0,3.0,0,4600.0,Hà Nội,Đống Đa,3.27,3.1780538303479458,529.0,1.451613827240533,75.21
200.0,4.0,1,8200.0,Hồ Chí Minh,Quận 8,9.83,5.303304908059076,40000.0,2.382320061012899,1966.0
87.0,7.0,0,17900.0,Hồ Chí Minh,Quận 1,0.15,4.477336814478207,7569.0,0.1397619423751587,13.049999999999999
36.0,4.0,0,4750.0,Hà Nội,Hoài Đức,16.19,3.6109179126442243,1296.0,2.844327819394758,582.84
66.0,2.0,0,6050.0,Hồ Chí Minh,Quận 8,9.83,4.204692619390966,4356.0,2.382320061012899,648.78
40.0,,0,8000.0,Hà Nội,Long Biên,4.08,3.713572066704308,1600.0,1.6253112615903906,163.2
50.0,,1,21000.0,Hà Nội,Hoàng Mai,5.66,3.9318256327243257,2500.0,1.8961194845522977,283.0
305.0,5.0,1,21000.0,Hồ Chí Minh,Quận 8,9.83,5.723585101952381,93025.0,2.382320061012899,2998.15
60.0,6.0,1,30000.0,Hà Nội,Đống Đa,3.27,4.110873864173311,3600.0,1.451613827240533,196.2
39.0,6.0,1,29800.0,Hà Nội,Ba Đình,3.18,3.6888794541139363,1521.0,1.430311246536665,124.02000000000001
82.0,2.0,1,14800.0,Hồ Chí Minh,Tân Bình,5.89,4.418840607796598,6724.0,1.9300710850255671,482.97999999999996
75.0,,1,40000.0,Hà Nội,Hai Bà Trưng,2.31,4.330733340286331,5625.0,1.1969481893889715,173.25
60.0,2.0,1,5950.0,Hà Nội,Long Biên,4.08,4.110873864173311,3600.0,1.6253112615903906,244.8
55.0,3.0,0,5400.0,Hồ Chí Minh,Tân Bình,5.89,4.02535169073515,3025.0,1.9300710850255671,323.95
70.0,4.0,0,5700.0,Hồ Chí Minh,Thủ Đức,9.91,4.2626798770413155,4900.0,2.3896797998449792,693.7
64.0,5.0,0,12500.0,Hà Nội,Tây Hồ,5.66,4.174387269895637,4096.0,1.8961194845522977,362.24
84.0,3.0,1,3800.0,Cần Thơ,Cái Răng,,4.442651256490317,7056.0,1.9300710850255671,494.76
22.0,,0,3200.0,Hà Nội,Hai Bà Trưng,2.31,3.1354942159291497,484.0,1.1969481893889715,50.82
55.0,5.0,0,15800.0,Hà Nội,Hà Đông,10.4,4.02535169073515,3025.0,2.4336133554004498,572.0
55.0,4.0,0,6000.0,Hồ Chí Minh,Quận 12,11.96,4.02535169073515,3025.0,2.561867690924129,657.8000000000001
64.0,2.0,0,1490.0,Long An,Đức Hòa,,4.174387269895637,4096.0,1.9300710850255671,376.96
48.0,5.0,0,6700.0,Hồ Chí Minh,Bình Tân,10.67,3.8918202981106265,2304.0,2.4570214462984645,512.16
34.0,2.0,0,5280.0,Hồ Chí Minh,Quận 8,9.83,3.5553480614894135,1156.0,2.382320061012899,334.22
42.0,3.0,0,14500.0,Hà Nội,Cầu Giấy,6.65,3.7612001156935624,1764.0,2.0347056478384444,279.3
40.0,5.0,0,8800.0,Hà Nội,Ba Đình,3.18,3.713572066704308,1600.0,1.430311246536665,127.2
70.0,,0,25650.0,Hà Nội,Long Biên,4.08,4.2626798770413155,4900.0,1.6253112615903906,285.6
59.0,3.0,0,13600.0,Hà Nội,Tây Hồ,5.66,4.0943445622221,3481.0,1.8961194845522977,333.94
57.0,5.0,0,22500.0,Hà Nội,Cầu Giấy,6.65,4.060443010546419,3249.0,2.0347056478384444,379.05
242.0,3.0,0,47490.0,Hồ Chí Minh,Quận 2,,5.493061443340548,58564.0,1.9300710850255671,1425.3799999999999
130.0,22.0,0,24900.0,Hồ Chí Minh,Gò Vấp,7.86,4.875197323201151,16900.0,2.1815467646169897,1021.8000000000001
55.0,4.0,0,14000.0,Hà Nội,Long Biên,4.08,4.02535169073515,3025.0,1.6253112615903906,224.4
71.0,14.0,0,18000.0,Hà Nội,Hoàng Mai,5.66,4.276666119016055,5041.0,1.8961194845522977,401.86
45.0,4.0,0,8500.0,Hà Nội,Đống Đa,3.27,3.828641396489095,2025.0,1.451613827240533,147.15
51.0,3.0,1,3120.0,Đà Nẵng,Hải Châu,,3.9512437185814275,2601.0,1.9300710850255671,300.39
51.0,4.0,0,11850.0,Hà Nội,Cầu Giấy,6.65,3.9512437185814275,2601.0,2.0347056478384444,339.15000000000003
68.0,4.0,0,15800.0,Hà Nội,Long Biên,4.08,4.23410650459726,4624.0,1.6253112615903906,277.44
45.0,4.0,0,8000.0,Hà Nội,Long Biên,4.08,3.828641396489095,2025.0,1.6253112615903906,183.6
42.0,3.0,0,11800.0,Hà Nội,Long Biên,4.08,3.7612001156935624,1764.0,1.6253112615903906,171.36
33.0,3.0,0,7900.0,Hà Nội,Tây Hồ,5.66,3.5263605246161616,1089.0,1.8961194845522977,186.78
24.0,2.0,0,82.0,Khánh Hòa,Nha Trang,,3.2188758248682006,576.0,1.9300710850255671,141.35999999999999
68.0,,0,14800.0,Hà Nội,Hoàng Mai,5.66,4.23410650459726,4624.0,1.8961194845522977,384.88
95.0,3.0,0,7400.0,Hồ Chí Minh,Quận 9,,4.564348191467836,9025.0,1.9300710850255671,559.55
140.0,7.0,0,8750.0,Hồ Chí Minh,Thủ Đức,9.91,4.948759890378168,19600.0,2.3896797998449792,1387.4
60.0,4.0,0,3000.0,Hồ Chí Minh,Quận 9,,4.110873864173311,3600.0,1.9300710850255671,353.4
79.0,3.0,1,4500.0,Hồ Chí Minh,Hóc Môn,16.91,4.382026634673881,6241.0,2.8853592160726205,1335.89
23.0,2.0,0,5150.0,Hà Nội,Ba Đình,3.18,3.1780538303479458,529.0,1.430311246536665,73.14
48.0,6.0,1,8000.0,Hồ Chí Minh,Quận 8,9.83,3.8918202981106265,2304.0,2.382320061012899,471.84000000000003
85.0,2.0,1,20900.0,Hồ Chí Minh,Tân Bình,5.89,4.454347296253507,7225.0,1.9300710850255671,500.65
32.0,2.0,0,4250.0,Hà Nội,Hoài Đức,16.19,3.4965075614664802,1024.0,2.844327819394758,518.08
30.0,4.0,0,5950.0,Hồ Chí Minh,Bình Thạnh,3.85,3.4339872044851463,900.0,1.5789787049493917,115.5
105.0,3.0,0,4500.0,Hồ Chí Minh,Củ Chi,32.73,4.663439094112067,11025.0,3.5183876490735586,3436.6499999999996
30.0,,0,4300.0,Hà Nội,Hoài Đức,16.19,3.4339872044851463,900.0,2.844327819394758,485.70000000000005
138.0,3.0,1,17450.0,Hồ Chí Minh,Tân Phú,8.06,4.9344739331306915,19044.0,2.203869120054888,1112.28
50.0,4.0,1,29000.0,Hà Nội,Thanh Xuân,5.88,3.9318256327243257,2500.0,1.9286186519452522,294.0
40.0,4.0,0,5350.0,Hồ Chí Minh,Gò Vấp,7.86,3.713572066704308,1600.0,2.1815467646169897,314.40000000000003
54.0,2.0,0,7900.0,Hồ Chí Minh,Tân Phú,8.06,4.007333185232471,2916.0,2.203869120054888,435.24
46.0,6.0,0,15500.0,Hà Nội,Cầu Giấy,6.65,3.8501476017100584,2116.0,2.0347056478384444,305.90000000000003
32.0,3.0,0,8900.0,Hà Nội,Tây Hồ,5.66,3.4965075614664802,1024.0,1.8961194845522977,181.12
38.0,5.0,0,5550.0,Hà Nội,Hoài Đức,16.19,3.6635616461296463,1444.0,2.844327819394758,615.22
90.0,,0,5880.0,Hà Nội,Hai Bà Trưng,2.31,4.51085950651685,8100.0,1.1969481893889715,207.9
38.0,4.0,0,8499.0,Hà Nội,Long Biên,4.08,3.6635616461296463,1444.0,1.6253112615903906,155.04
77.0,,1,69800.0,Hà Nội,Đống Đa,3.27,4.356708826689592,5929.0,1.451613827240533,251.79
176.0,3.0,0,16500.0,Đà Nẵng,Sơn Trà,,5.176149732573829,30976.0,1.9300710850255671,1036.6399999999999
48.0,4.0,0,10000.0,Hồ Chí Minh,Quận 10,3.65,3.8918202981106265,2304.0,1.536867219599265,175.2
77.0,2.0,0,4500.0,Hồ Chí Minh,Bình Tân,10.67,4.356708826689592,5929.0,2.4570214462984645,821.59
33.0,2.0,0,8000.0,Hà Nội,Đống Đa,3.27,3.5263605246161616,1089.0,1.451613827240533,107.91
53.0,2.0,0,6400.0,Hồ Chí Minh,Tân Bình,5.89,3.9889840465642745,2809.0,1.9300710850255671,312.16999999999996
48.0,4.0,1,9900.0,Hồ Chí Minh,Quận 10,3.65,3.8918202981106265,2304.0,1.536867219599265,175.2
40.0,4.0,1,8800.0,Hà Nội,Thanh Xuân,5.88,3.713572066704308,1600.0,1.9286186519452522,235.2
100.0,4.0,0,6700.0,Hồ Chí Minh,Quận 9,,4.61512051684126,10000.0,1.9300710850255671,589.0
52.0,4.0,0,6500.0,Hồ Chí Minh,Gò Vấp,7.86,3.970291913552122,2704.0,2.1815467646169897,408.72
68.0,3.0,0,1600.0,Hồ Chí Minh,Quận 2,,4.23410650459726,4624.0,1.9300710850255671,400.52
47.0,3.0,0,14000.0,Hà Nội,Long Biên,4.08,3.871201010907891,2209.0,1.6253112615903906,191.76
34.0,3.0,0,3830.0,Hà Nội,Hà Đông,10.4,3.5553480614894135,1156.0,2.4336133554004498,353.6
50.0,6.0,0,4800.0,Đà Nẵng,Hải Châu,,3.9318256327243257,2500.0,1.9300710850255671,294.5
64.0,4.0,0,8500.0,Hồ Chí Minh,Quận 7,5.29,4.174387269895637,4096.0,1.8389610707123492,338.56
70.0,4.0,0,11000.0,Hồ Chí Minh,Tân Bình,5.89,4.2626798770413155,4900.0,1.9300710850255671,412.29999999999995
64.0,3.0,0,2490.0,Khánh Hòa,Diên Khánh,,4.174387269895637,4096.0,1.9300710850255671,376.96
54.0,4.0,0,4600.0,Hồ Chí Minh,Thủ Đức,9.91,4.007333185232471,2916.0,2.3896797998449792,535.14
124.0,4.0,0,5900.0,Hồ Chí Minh,Quận 12,11.96,4.8283137373023015,15376.0,2.561867690924129,1483.0400000000002
42.0,4.0,1,3000.0,Hải Phòng,Ngô Quyền,,3.7612001156935624,1764.0,1.9300710850255671,247.38
80.0,7.0,0,16500.0,Hồ Chí Minh,Quận 10,3.65,4.394449154672439,6400.0,1.536867219599265,292.0
474.0,20.0,0,245000.0,Hà Nội,Long Biên,4.08,6.163314804034641,224676.0,1.6253112615903906,1933.92
45.0,2.0,0,4100.0,Hồ Chí Minh,Bình Tân,10.67,3.828641396489095,2025.0,2.4570214462984645,480.15
80.0,4.0,0,8700.0,Hồ Chí Minh,Quận 7,5.29,4.394449154672439,6400.0,1.8389610707123492,423.2
88.0,4.0,1,4600.0,Hồ Chí Minh,Hóc Môn,16.91,4.48863636973214,7744.0,2.8853592160726205,1488.08
48.0,3.0,1,4950.0,Hồ Chí Minh,Tân Phú,8.06,3.8918202981106265,2304.0,2.203869120054888,386.88
542.0,4.0,1,90000.0,Hồ Chí Minh,Quận 3,1.99,6.297109319933935,293764.0,1.095273387402595,1078.58
32.0,4.0,0,9800.0,Hồ Chí Minh,Phú Nhuận,3.35,3.4965075614664802,1024.0,1.4701758451005926,107.2
32.0,4.0,0,7800.0,Hà Nội,Đống Đa,3.27,3.4965075614664802,1024.0,1.451613827240533,104.64
30.0,3.0,0,7200.0,Hà Nội,Hà Đông,10.4,3.4339872044851463,900.0,2.4336133554004498,312.0
40.0,3.0,0,8590.0,Hồ Chí Minh,Quận 10,3.65,3.713572066704308,1600.0,1.536867219599265,146.0
50.0,5.0,0,7400.0,Hồ Chí Minh,Gò Vấp,7.86,3.9318256327243257,2500.0,2.1815467646169897,393.0
35.0,4.0,0,9100.0,Hà Nội,Long Biên,4.08,3.58351893845611,1225.0,1.6253112615903906,142.8
32.0,2.0,0,3700.0,Hồ Chí Minh,Bình Tân,10.67,3.4965075614664802,1024.0,2.4570214462984645,341.44
44.0,3.0,0,12500.0,Hà Nội,Cầu Giấy,6.65,3.8066624897703196,1936.0,2.0347056478384444,292.6
34.0,3.0,0,6950.0,Hà Nội,Ba Đình,3.18,3.5553480614894135,1156.0,1.430311246536665,108.12
49.0,4.0,0,6800.0,Hồ Chí Minh,Quận 8,9.83,3.912023005428146,2401.0,2.382320061012899,481.67
52.0,5.0,0,13800.0,Hà Nội,Long Biên,4.08,3.970291913552122,2704.0,1.6253112615903906,212.16
44.0,3.0,0,5500.0,Hồ Chí Minh,Tân Phú,8.06,3.8066624897703196,1936.0,2.203869120054888,354.64000000000004
110.0,10.0,0,57000.0,Hà Nội,Ba Đình,3.18,4.709530201312334,12100.0,1.430311246536665,349.8
30.0,2.0,0,1720.0,Hải Phòng,Lê Chân,,3.4339872044851463,900.0,1.9300710850255671,176.7
34.0,2.0,0,2950.0,Hồ Chí Minh,Bình Tân,10.67,3.5553480614894135,1156.0,2.4570214462984645,362.78
63.0,2.0,0,6200.0,Hồ Chí Minh,Bình Tân,10.67,4.1588830833596715,3969.0,2.4570214462984645,672.21
68.0,2.0,0,4359.0,Hồ Chí Minh,Quận 12,11.96,4.23410650459726,4624.0,2.561867690924129,813.2800000000001
245.0,4.0,0,8500.0,Bình Dương,Dĩ An,,5.5053315359323625,60025.0,1.9300710850255671,1443.05
75.0,8.0,0,3450.0,Đà Nẵng,Sơn Trà,,4.330733340286331,5625.0,1.9300710850255671,441.75
85.0,,0,39000.0,Hà Nội,Cầu Giấy,6.65,4.454347296253507,7225.0,2.0347056478384444,565.25
72.0,2.0,0,5150.0,Hồ Chí Minh,Thủ Đức,9.91,4.290459441148391,5184.0,2.3896797998449792,713.52
95.0,10.0,1,65000.0,Hà Nội,Ba Đình,3.18,4.564348191467836,9025.0,1.430311246536665,302.1
128.0,17.0,0,16500.0,Hồ Chí Minh,Gò Vấp,7.86,4.859812404361672,16384.0,2.1815467646169897,1006.08
110.0,6.0,1,5000.0,Thừa Thiên Huế,Huế,,4.709530201312334,12100.0,1.9300710850255671,647.9
95.0,6.0,0,14490.0,Hồ Chí Minh,Tân Bình,5.89,4.564348191467836,9025.0,1.9300710850255671,559.55
60.0,3.0,0,6850.0,Hồ Chí Minh,Thủ Đức,9.91,4.110873864173311,3600.0,2.3896797998449792,594.6
38.0,4.0,0,8100.0,Hà Nội,Hai Bà Trưng,2.31,3.6635616461296463,1444.0,1.1969481893889715,87.78
34.0,,0,7700.0,Hà Nội,Hoàng Mai,5.66,3.5553480614894135,1156.0,1.8961194845522977,192.44
75.0,9.0,0,10900.0,Hồ Chí Minh,Gò Vấp,7.86,4.330733340286331,5625.0,2.1815467646169897,589.5
39.0,3.0,0,8000.0,Hà Nội,Hoàn Kiếm,0.0,3.6888794541139363,1521.0,0.0,0.0
150.0,6.0,1,25500.0,Đà Nẵng,Ngũ Hành Sơn,,5.017279836814924,22500.0,1.9300710850255671,883.5
31.0,4.0,0,5900.0,Hồ Chí Minh,Bình Thạnh,3.85,3.4657359027997265,961.0,1.5789787049493917,119.35000000000001
56.0,5.0,0,6500.0,Hồ Chí Minh,Bình Tân,10.67,4.04305126783455,3136.0,2.4570214462984645,597.52
76.0,3.0,0,7600.0,Hồ Chí Minh,Gò Vấp,7.86,4.343805421853684,5776.0,2.1815467646169897,597.36
160.0,6.0,0,16500.0,Hồ Chí Minh,Bình Chánh,15.37,5.081404364984463,25600.0,2.7954503913830435,2459.2
80.0,4.0,0,8900.0,Hồ Chí Minh,Quận 7,5.29,4.394449154672439,6400.0,1.8389610707123492,423.2
30.0,4.0,0,7800.0,Hà Nội,Hoàng Mai,5.66,3.4339872044851463,900.0,1.8961194845522977,169.8
74.0,5.0,0,9700.0,Hồ Chí Minh,Quận 2,,4.31748811353631,5476.0,1.9300710850255671,435.85999999999996
30.0,3.0,0,7200.0,Hà Nội,Tây Hồ,5.66,3.4339872044851463,900.0,1.8961194845522977,169.8
45.0,3.0,1,8500.0,Hồ Chí Minh,Gò Vấp,7.86,3.828641396489095,2025.0,2.1815467646169897,353.7
50.0,5.0,0,10500.0,Hà Nội,Hà Đông,10.4,3.9318256327243257,2500.0,2.4336133554004498,520.0
101.0,3.0,0,1880.0,Đồng Nai,Vĩnh Cửu,,4.624972813284271,10201.0,1.9300710850255671,594.89
60.0,4.0,0,5350.0,Hồ Chí Minh,Quận 12,11.96,4.110873864173311,3600.0,2.561867690924129,717.6
167.0,2.0,0,15400.0,Hồ Chí Minh,Quận 11,5.68,5.123963979403259,27889.0,1.8991179875485542,948.56
70.0,3.0,0,16000.0,Hà Nội,Hoài Đức,16.19,4.2626798770413155,4900.0,2.844327819394758,1133.3000000000002
56.0,4.0,0,8500.0,Hà Nội,Bắc Từ Liêm,10.82,4.04305126783455,3136.0,2.469793011977952,605.9200000000001
43.0,3.0,0,14300.0,Hà Nội,Hoàng Mai,5.66,3.784189633918261,1849.0,1.8961194845522977,243.38
88.0,6.0,0,7950.0,Hồ Chí Minh,Quận 8,9.83,4.48863636973214,7744.0,2.382320061012899,865.04
60.0,4.0,0,5700.0,Hồ Chí Minh,Thủ Đức,9.91,4.110873864173311,3600.0,2.3896797998449792,594.6
68.0,4.0,0,6990.0,Hồ Chí Minh,Gò Vấp,7.86,4.23410650459726,4624.0,2.1815467646169897,534.48
56.0,3.0,0,5500.0,Hồ Chí Minh,Tân Bình,5.89,4.04305126783455,3136.0,1.9300710850255671,329.84
38.0,4.0,0,5700.0,Hà Nội,Hoài Đức,16.19,3.6635616461296463,1444.0,2.844327819394758,615.22
44.0,2.0,0,18800.0,Hà Nội,Cầu Giấy,6.65,3.8066624897703196,1936.0,2.0347056478384444,292.6
60.0,3.0,1,5200.0,Hải Phòng,Hải An,,4.110873864173311,3600.0,1.9300710850255671,353.4
46.0,2.0,0,6850.0,Hồ Chí Minh,Bình Thạnh,3.85,3.8501476017100584,2116.0,1.5789787049493917,177.1
40.0,5.0,1,9000.0,Hà Nội,Long Biên,4.08,3.713572066704308,1600.0,1.6253112615903906,163.2
108.0,6.0,1,38000.0,Hồ Chí Minh,Quận 1,0.15,4.6913478822291435,11664.0,0.1397619423751587,16.2
38.0,3.0,0,6950.0,Hà Nội,Hoàng Mai,5.66,3.6635616461296463,1444.0,1.8961194845522977,215.08
109.0,2.0,0,4900.0,Khánh Hòa,Nha Trang,,4.700480365792417,11881.0,1.9300710850255671,642.01
38.0,3.0,0,13000.0,Hà Nội,Long Biên,4.08,3.6635616461296463,1444.0,1.6253112615903906,155.04
63.0,7.0,0,25000.0,Hà Nội,Thanh Xuân,5.88,4.1588830833596715,3969.0,1.9286186519452522,370.44
72.0,4.0,0,8800.0,Hồ Chí Minh,Thủ Đức,9.91,4.290459441148391,5184.0,2.3896797998449792,713.52
60.0,6.0,0,10300.0,Hà Nội,Bắc Từ Liêm,10.82,4.110873864173311,3600.0,2.469793011977952,649.2
96.0,,0,13000.0,Đà Nẵng,Sơn Trà,,4.574710978503383,9216.0,1.9300710850255671,565.4399999999999
100.0,3.0,1,9700.0,Đà Nẵng,Thanh Khê,,4.61512051684126,10000.0,1.9300710850255671,589.0
61.0,4.0,0,10900.0,Hồ Chí Minh,Phú Nhuận,3.35,4.127134385045092,3721.0,1.4701758451005926,204.35
85.0,5.0,0,9890.0,Hồ Chí Minh,Tân Bình,5.89,4.454347296253507,7225.0,1.9300710850255671,500.65
174.0,9.0,0,9800.0,Hồ Chí Minh,Quận 3,1.99,5.1647859739235145,30276.0,1.095273387402595,346.26
54.0,4.0,0,4700.0,Hồ Chí Minh,Thủ Đức,9.91,4.007333185232471,2916.0,2.3896797998449792,535.14
70.0,5.0,0,26000.0,Hà Nội,Hoàng Mai,5.66,4.2626798770413155,4900.0,1.8961194845522977,396.2
30.0,3.0,0,6250.0,Hà Nội,Hoàng Mai,5.66,3.4339872044851463,900.0,1.8961194845522977,169.8
95.0,26.0,0,24000.0,Hà Nội,Nam Từ Liêm,9.46,4.564348191467836,9025.0,2.347558458636777,898.7
30.0,3.0,0,7700.0,Hà Nội,Nam Từ Liêm,9.46,3.4339872044851463,900.0,2.347558458636777,283.8
35.0,4.0,1,6350.0,Hà Nội,Hà Đông,10.4,3.58351893845611,1225.0,2.4336133554004498,364.0
45.0,4.0,0,11700.0,Hà Nội,Ba Đình,3.18,3.828641396489095,2025.0,1.430311246536665,143.1
88.0,,1,45000.0,Hà Nội,Cầu Giấy,6.65,4.48863636973214,7744.0,2.0347056478384444,585.2
73.0,,0,6200.0,Hồ Chí Minh,Tân Phú,8.06,4.30406509320417,5329.0,2.203869120054888,588.38
75.0,3.0,0,5750.0,Đà Nẵng,Liên Chiểu,,4.330733340286331,5625.0,1.9300710850255671,441.75
56.0,,0,6000.0,Hồ Chí Minh,Tân Phú,8.06,4.04305126783455,3136.0,2.203869120054888,451.36
34.0,3.0,0,4100.0,Hà Nội,Hoài Đức,16.19,3.5553480614894135,1156.0,2.844327819394758,550.46
40.0,4.0,0,7300.0,Hà Nội,Bắc Từ Liêm,10.82,3.713572066704308,1600.0,2.469793011977952,432.8
85.0,4.0,0,35000.0,Hà Nội,Thanh Xuân,5.88,4.454347296253507,7225.0,1.9286186519452522,499.8
39.0,3.0,0,3560.0,Hà Nội,Hà Đông,10.4,3.6888794541139363,1521.0,2.4336133554004498,405.6
57.0,,0,4250.0,Hồ Chí Minh,Tân Bình,5.89,4.060443010546419,3249.0,1.9300710850255671,335.72999999999996
40.0,4.0,0,6300.0,Hồ Chí Minh,Tân Bình,5.89,3.713572066704308,1600.0,1.9300710850255671,235.6
150.0,2.0,1,26900.0,Hồ Chí Minh,Bình Tân,10.67,5.017279836814924,22500.0,2.4570214462984645,1600.5
65.0,7.0,0,9600.0,Hà Nội,Tây Hồ,5.66,4.189654742026425,4225.0,1.8961194845522977,367.90000000000003
83.0,3.0,1,7300.0,Hồ Chí Minh,Gò Vấp,7.86,4.430816798843313,6889.0,2.1815467646169897,652.38
90.0,2.0,0,6900.0,Hồ Chí Minh,Quận 7,5.29,4.51085950651685,8100.0,1.8389610707123492,476.1
40.0,4.0,0,7900.0,Hà Nội,Thanh Xuân,5.88,3.713572066704308,1600.0,1.9286186519452522,235.2
109.0,8.0,0,6300.0,Hồ Chí Minh,Quận 8,9.83,4.700480365792417,11881.0,2.382320061012899,1071.47
50.0,3.0,0,10800.0,Hà Nội,Long Biên,4.08,3.9318256327243257,2500.0,1.6253112615903906,204.0
113.0,,0,23000.0,Hồ Chí Minh,Quận 1,0.15,4.736198448394496,12769.0,0.1397619423751587,16.95
100.0,18.0,1,88000.0,Hà Nội,Cầu Giấy,6.65,4.61512051684126,10000.0,2.0347056478384444,665.0
72.0,18.0,0,19000.0,Hà Nội,Thanh Xuân,5.88,4.290459441148391,5184.0,1.9286186519452522,423.36
40.0,4.0,0,7453.0,Hà Nội,Hoàng Mai,5.66,3.713572066704308,1600.0,1.8961194845522977,226.4
78.0,8.0,0,9900.0,Hồ Chí Minh,Tân Bình,5.89,4.3694478524670215,6084.0,1.9300710850255671,459.41999999999996
76.0,3.0,1,10000.0,Hồ Chí Minh,Quận 8,9.83,4.343805421853684,5776.0,2.382320061012899,747.08
33.0,3.0,0,6700.0,Hà Nội,Tây Hồ,5.66,3.5263605246161616,1089.0,1.8961194845522977,186.78
80.0,4.0,1,13000.0,Hồ Chí Minh,Bình Thạnh,3.85,4.394449154672439,6400.0,1.5789787049493917,308.0
130.0,5.0,1,15900.0,Hồ Chí Minh,Quận 9,,4.875197323201151,16900.0,1.9300710850255671,765.6999999999999
384.0,17.0,0,28600.0,Hồ Chí Minh,Gò Vấp,7.86,5.953243334287785,147456.0,2.1815467646169897,3018.2400000000002
57.0,6.0,0,14400.0,Hà Nội,Hoàng Mai,5.66,4.060443010546419,3249.0,1.8961194845522977,322.62
30.0,3.0,0,8250.0,Hà Nội,Long Biên,4.08,3.4339872044851463,900.0,1.6253112615903906,122.4
30.0,4.0,0,2680.0,Hồ Chí Minh,Quận 12,11.96,3.4339872044851463,900.0,2.561867690924129,358.8
86.0,5.0,0,23500.0,Hà Nội,Hà Đông,10.4,4.465908118654584,7396.0,2.4336133554004498,894.4
52.0,4.0,0,6980.0,Hồ Chí Minh,Gò Vấp,7.86,3.970291913552122,2704.0,2.1815467646169897,408.72
86.0,3.0,0,12900.0,Hồ Chí Minh,Tân Bình,5.89,4.465908118654584,7396.0,1.9300710850255671,506.53999999999996
3.0,,1,14700.0,Hà Nội,Hai Bà Trưng,2.31,1.3862943611198906,9.0,1.1969481893889715,6.93
65.0,5.0,0,17500.0,Hà Nội,Long Biên,4.08,4.189654742026425,4225.0,1.6253112615903906,265.2
160.0,4.0,1,19500.0,Hồ Chí Minh,Thủ Đức,9.91,5.081404364984463,25600.0,2.3896797998449792,1585.6
