area_m2,bedrooms,frontage,price_million_vnd,province,district,distance_to_center_km,log_area,area_sq,log_distance,area_dist_inter
80.0,3.0,0,6490.0,Hồ Chí Minh,Gò Vấp,7.86,4.394449154672439,6400.0,2.1815467646169897,628.8000000000001
18.0,2.0,0,2650.0,Hồ Chí Minh,Tân Bình,5.89,2.9444389791664403,324.0,1.9300710850255671,106.02
35.0,3.0,0,2150.0,Hải Phòng,Lê Chân,,3.58351893845611,1225.0,1.9300710850255671,206.14999999999998
25.0,4.0,0,5350.0,Hồ Chí Minh,Quận 1,0.15,3.258096538021482,625.0,0.1397619423751587,3.75
56.0,6.0,0,23200.0,Hà Nội,Ba Đình,3.18,4.04305126783455,3136.0,1.430311246536665,178.08
68.0,6.0,0,13500.0,Hồ Chí Minh,Quận 5,4.82,4.23410650459726,4624.0,1.7613002617433464,327.76
58.0,3.0,0,4550.0,Hải Phòng,Lê Chân,,4.07753744390572,3364.0,1.9300710850255671,341.62
143.0,1.0,1,12500.0,Hồ Chí Minh,Quận 12,11.96,4.969813299576001,20449.0,2.561867690924129,1710.2800000000002
75.0,6.0,0,17000.0,Hà Nội,Hoài Đức,16.19,4.330733340286331,5625.0,2.844327819394758,1214.25
42.0,2.0,0,3300.0,Hồ Chí Minh,Thủ Đức,9.91,3.7612001156935624,1764.0,2.3896797998449792,416.22
65.0,4.0,0,9400.0,Hồ Chí Minh,Quận 7,5.29,4.189654742026425,4225.0,1.8389610707123492,343.85
33.0,4.0,0,7800.0,Hồ Chí Minh,Quận 3,1.99,3.5263605246161616,1089.0,1.095273387402595,65.67
48.0,2.0,0,4200.0,Hồ Chí Minh,Quận 12,11.96,3.8918202981106265,2304.0,2.561867690924129,574.08
110.0,4.0,1,13500.0,Hồ Chí Minh,Quận 7,5.29,4.709530201312334,12100.0,1.8389610707123492,581.9
67.0,5.0,0,4000.0,Hồ Chí Minh,Gò Vấp,7.86,4.219507705176107,4489.0,2.1815467646169897,526.62
80.0,7.0,0,4789.0,Hồ Chí Minh,Bình Tân,10.67,4.394449154672439,6400.0,2.4570214462984645,853.6
55.0,4.0,0,5750.0,Hồ Chí Minh,Tân Phú,8.06,4.02535169073515,3025.0,2.203869120054888,443.3
52.0,8.0,0,5000.0,Hồ Chí Minh,Gò Vấp,7.86,3.970291913552122,2704.0,2.1815467646169897,408.72
50.0,,0,12800.0,Hà Nội,Hai Bà Trưng,2.31,3.9318256327243257,2500.0,1.1969481893889715,115.5
54.0,6.0,0,16000.0,Hà Nội,Cầu Giấy,6.65,4.007333185232471,2916.0,2.0347056478384444,359.1
42.0,5.0,0,14800.0,Hà Nội,Ba Đình,3.18,3.7612001156935624,1764.0,1.430311246536665,133.56
22.0,2.0,0,2250.0,Hồ Chí Minh,Quận 7,5.29,3.1354942159291497,484.0,1.8389610707123492,116.38
60.0,4.0,1,5400.0,Hồ Chí Minh,Bình Tân,10.67,4.110873864173311,3600.0,2.4570214462984645,640.2
70.0,10.0,0,12900.0,Hồ Chí Minh,Bình Thạnh,3.85,4.2626798770413155,4900.0,1.5789787049493917,269.5
100.0,6.0,1,969.0,Ninh Thuận,Phan Rang - Tháp Chàm,,4.61512051684126,10000.0,1.9300710850255671,589.0
110.0,3.0,0,6000.0,Hà Nội,Thường Tín,17.42,4.709530201312334,12100.0,2.913437030827161,1916.2000000000003
20.0,2.0,0,3100.0,Hồ Chí Minh,Tân Bình,5.89,3.044522437723423,400.0,1.9300710850255671,117.8
71.0,17.0,0,14500.0,Hà Nội,Đống Đa,3.27,4.276666119016055,5041.0,1.451613827240533,232.17
71.0,3.0,0,7000.0,Đà Nẵng,Hải Châu,,4.276666119016055,5041.0,1.9300710850255671,418.19
402.0,1.0,1,100000.0,Khánh Hòa,Nha Trang,,5.998936561946683,161604.0,1.9300710850255671,2367.7799999999997
50.0,3.0,0,6000.0,Hồ Chí Minh,Quận 10,3.65,3.9318256327243257,2500.0,1.536867219599265,182.5
281.0,3.0,1,26500.0,Khánh Hòa,Nha Trang,,5.641907070938114,78961.0,1.9300710850255671,1655.09
20.0,3.0,1,5250.0,Hồ Chí Minh,Quận 10,3.65,3.044522437723423,400.0,1.536867219599265,73.0
50.0,5.0,0,7300.0,Hồ Chí Minh,Thủ Đức,9.91,3.9318256327243257,2500.0,2.3896797998449792,495.5
45.0,3.0,0,12000.0,Hà Nội,Cầu Giấy,6.65,3.828641396489095,2025.0,2.0347056478384444,299.25
36.0,4.0,0,9500.0,Hà Nội,Đống Đa,3.27,3.6109179126442243,1296.0,1.451613827240533,117.72
72.0,3.0,0,4750.0,Đà Nẵng,Liên Chiểu,,4.290459441148391,5184.0,1.9300710850255671,424.08
42.0,3.0,0,4100.0,Hồ Chí Minh,Bình Tân,10.67,3.7612001156935624,1764.0,2.4570214462984645,448.14
76.0,3.0,0,4950.0,Hồ Chí Minh,Bình Tân,10.67,4.343805421853684,5776.0,2.4570214462984645,810.92
80.0,4.0,0,4100.0,Hồ Chí Minh,Quận 12,11.96,4.394449154672439,6400.0,2.561867690924129,956.8000000000001
32.0,4.0,0,5000.0,Hà Nội,Hà Đông,10.4,3.4965075614664802,1024.0,2.4336133554004498,332.8
70.0,3.0,0,7800.0,Đà Nẵng,Hải Châu,,4.2626798770413155,4900.0,1.9300710850255671,412.29999999999995
43.0,3.0,0,4650.0,Hồ Chí Minh,Gò Vấp,7.86,3.784189633918261,1849.0,2.1815467646169897,337.98
380.0,3.0,1,4100.0,Khánh Hòa,Ninh Hòa,,5.942799375126701,144400.0,1.9300710850255671,2238.2
33.0,4.0,0,6800.0,Hồ Chí Minh,Tân Bình,5.89,3.5263605246161616,1089.0,1.9300710850255671,194.36999999999998
50.0,6.0,0,13450.0,Hà Nội,Hai Bà Trưng,2.31,3.9318256327243257,2500.0,1.1969481893889715,115.5
24.0,3.0,0,2100.0,Hồ Chí Minh,Quận 7,5.29,3.2188758248682006,576.0,1.8389610707123492,126.96000000000001
72.0,5.0,0,16000.0,Hồ Chí Minh,Bình Thạnh,3.85,4.290459441148391,5184.0,1.5789787049493917,277.2
39.0,2.0,0,4800.0,Hồ Chí Minh,Quận 8,9.83,3.6888794541139363,1521.0,2.382320061012899,383.37
64.0,5.0,0,8390.0,Hồ Chí Minh,Gò Vấp,7.86,4.174387269895637,4096.0,2.1815467646169897,503.04
68.0,9.0,0,16000.0,Hà Nội,Cầu Giấy,6.65,4.23410650459726,4624.0,2.0347056478384444,452.20000000000005
40.0,5.0,1,8500.0,Hà Nội,Ba Đình,3.18,3.713572066704308,1600.0,1.430311246536665,127.2
80.0,3.0,0,6400.0,Hồ Chí Minh,Gò Vấp,7.86,4.394449154672439,6400.0,2.1815467646169897,628.8000000000001
30.0,4.0,0,6950.0,Hà Nội,Hoàng Mai,5.66,3.4339872044851463,900.0,1.8961194845522977,169.8
52.0,2.0,0,4200.0,Hồ Chí Minh,Quận 12,11.96,3.970291913552122,2704.0,2.561867690924129,621.9200000000001
36.0,2.0,0,2950.0,Hồ Chí Minh,Quận 9,,3.6109179126442243,1296.0,1.9300710850255671,212.04
76.0,3.0,1,38500.0,Hà Nội,Hoàn Kiếm,0.0,4.343805421853684,5776.0,0.0,0.0
58.0,5.0,0,5600.0,Hồ Chí Minh,Quận 12,11.96,4.07753744390572,3364.0,2.561867690924129,693.6800000000001
44.0,4.0,0,8400.0,Hà Nội,Ba Đình,3.18,3.8066624897703196,1936.0,1.430311246536665,139.92000000000002
88.0,3.0,1,11900.0,Đà Nẵng,Hải Châu,,4.48863636973214,7744.0,1.9300710850255671,518.3199999999999
42.0,2.0,1,7150.0,Hồ Chí Minh,Quận 8,9.83,3.7612001156935624,1764.0,2.382320061012899,412.86
92.0,4.0,0,6700.0,Hồ Chí Minh,Quận 8,9.83,4.532599493153256,8464.0,2.382320061012899,904.36
40.0,3.0,0,5500.0,Hồ Chí Minh,Quận 11,5.68,3.713572066704308,1600.0,1.8991179875485542,227.2
108.0,4.0,0,12500.0,Hồ Chí Minh,Quận 7,5.29,4.6913478822291435,11664.0,1.8389610707123492,571.32
11.0,3.0,0,3500.0,Hà Nội,Đống Đa,3.27,2.4849066497880004,121.0,1.451613827240533,35.97
31.0,3.0,0,11000.0,Hà Nội,Ba Đình,3.18,3.4657359027997265,961.0,1.430311246536665,98.58
96.0,4.0,0,9000.0,Hồ Chí Minh,Bình Chánh,15.37,4.574710978503383,9216.0,2.7954503913830435,1475.52
60.0,5.0,0,17000.0,Hà Nội,Bắc Từ Liêm,10.82,4.110873864173311,3600.0,2.469793011977952,649.2
43.0,4.0,0,7500.0,Hà Nội,Đống Đa,3.27,3.784189633918261,1849.0,1.451613827240533,140.61
22.0,3.0,0,3800.0,Hà Nội,Hai Bà Trưng,2.31,3.1354942159291497,484.0,1.1969481893889715,50.82
76.0,5.0,1,12180.0,Hồ Chí Minh,Quận 6,7.85,4.343805421853684,5776.0,2.180417459019838,596.6
43.0,4.0,0,9850.0,Hà Nội,Hai Bà Trưng,2.31,3.784189633918261,1849.0,1.1969481893889715,99.33
80.0,5.0,0,15800.0,Hồ Chí Minh,Bình Thạnh,3.85,4.394449154672439,6400.0,1.5789787049493917,308.0
60.0,2.0,1,5800.0,Hồ Chí Minh,Quận 12,11.96,4.110873864173311,3600.0,2.561867690924129,717.6
25.0,3.0,0,5000.0,Hà Nội,Hoàng Mai,5.66,3.258096538021482,625.0,1.8961194845522977,141.5
80.0,4.0,0,8299.0,Hải Phòng,Lê Chân,,4.394449154672439,6400.0,1.9300710850255671,471.2
90.0,4.0,0,7299.0,Hải Phòng,Hải An,,4.51085950651685,8100.0,1.9300710850255671,530.1
32.0,3.0,0,5500.0,Hồ Chí Minh,Tân Bình,5.89,3.4965075614664802,1024.0,1.9300710850255671,188.48
92.0,5.0,0,8150.0,Hồ Chí Minh,Quận 12,11.96,4.532599493153256,8464.0,2.561867690924129,1100.3200000000002
52.0,4.0,1,26500.0,Hà Nội,Ba Đình,3.18,3.970291913552122,2704.0,1.430311246536665,165.36
100.0,5.0,1,17500.0,Hồ Chí Minh,Bình Chánh,15.37,4.61512051684126,10000.0,2.7954503913830435,1537.0
45.0,3.0,0,8500.0,Hà Nội,Hai Bà Trưng,2.31,3.828641396489095,2025.0,1.1969481893889715,103.95
70.0,,0,5350.0,Hà Nội,Hoàn Kiếm,0.0,4.2626798770413155,4900.0,0.0,0.0
281.0,10.0,1,26500.0,Khánh Hòa,Nha Trang,,5.641907070938114,78961.0,1.9300710850255671,1655.09
73.0,2.0,0,9800.0,Hồ Chí Minh,Quận 8,9.83,4.30406509320417,5329.0,2.382320061012899,717.59
41.0,3.0,0,15900.0,Hà Nội,Cầu Giấy,6.65,3.7376696182833684,1681.0,2.0347056478384444,272.65000000000003
160.0,4.0,0,18500.0,Hồ Chí Minh,Quận 9,,5.081404364984463,25600.0,1.9300710850255671,942.4
56.0,5.0,0,27600.0,Hà Nội,Cầu Giấy,6.65,4.04305126783455,3136.0,2.0347056478384444,372.40000000000003
37.0,,0,9500.0,Hà Nội,Tây Hồ,5.66,3.6375861597263857,1369.0,1.8961194845522977,209.42000000000002
56.0,11.0,0,21000.0,Hà Nội,Cầu Giấy,6.65,4.04305126783455,3136.0,2.0347056478384444,372.40000000000003
23.0,2.0,0,4850.0,Hà Nội,Đống Đa,3.27,3.1780538303479458,529.0,1.451613827240533,75.21
52.0,2.0,0,5700.0,Hồ Chí Minh,Tân Phú,8.06,3.970291913552122,2704.0,2.203869120054888,419.12
95.0,4.0,1,7000.0,Hồ Chí Minh,Quận 12,11.96,4.564348191467836,9025.0,2.561867690924129,1136.2
540.0,,0,12300.0,Hồ Chí Minh,Quận 10,3.65,6.293419278846481,291600.0,1.536867219599265,1971.0
30.0,3.0,0,6900.0,Hà Nội,Ba Đình,3.18,3.4339872044851463,900.0,1.430311246536665,95.4
45.0,3.0,0,5000.0,Hồ Chí Minh,Gò Vấp,7.86,3.828641396489095,2025.0,2.1815467646169897,353.7
100.0,6.0,0,9900.0,Hồ Chí Minh,Quận 8,9.83,4.61512051684126,10000.0,2.382320061012899,983.0
90.0,3.0,1,30000.0,Hà Nội,Cầu Giấy,6.65,4.51085950651685,8100.0,2.0347056478384444,598.5
35.0,4.0,1,5900.0,Hồ Chí Minh,Quận 8,9.83,3.58351893845611,1225.0,2.382320061012899,344.05
105.0,5.0,1,29800.0,Hồ Chí Minh,Tân Bình,5.89,4.663439094112067,11025.0,1.9300710850255671,618.4499999999999
40.0,4.0,0,5100.0,Hồ Chí Minh,Gò Vấp,7.86,3.713572066704308,1600.0,2.1815467646169897,314.40000000000003
28.0,3.0,0,6800.0,Hà Nội,Hai Bà Trưng,2.31,3.367295829986474,784.0,1.1969481893889715,64.68
19.0,2.0,0,1800.0,Hồ Chí Minh,Thủ Đức,9.91,2.995732273553991,361.0,2.3896797998449792,188.29
45.0,,0,12000.0,Hà Nội,Cầu Giấy,6.65,3.828641396489095,2025.0,2.0347056478384444,299.25
175.0,10.0,1,34000.0,Hồ Chí Minh,Quận 9,,5.170483995038151,30625.0,1.9300710850255671,1030.75
100.0,9.0,0,13500.0,Đà Nẵng,Ngũ Hành Sơn,,4.61512051684126,10000.0,1.9300710850255671,589.0
52.0,4.0,0,9000.0,Hồ Chí Minh,Quận 8,9.83,3.970291913552122,2704.0,2.382320061012899,511.16
65.0,5.0,0,7600.0,Hồ Chí Minh,Bình Tân,10.67,4.189654742026425,4225.0,2.4570214462984645,693.55
40.0,2.0,0,3050.0,Hồ Chí Minh,Tân Phú,8.06,3.713572066704308,1600.0,2.203869120054888,322.40000000000003
25.0,2.0,0,3690.0,Hồ Chí Minh,Tân Bình,5.89,3.258096538021482,625.0,1.9300710850255671,147.25
79.0,3.0,0,5950.0,Khánh Hòa,Nha Trang,,4.382026634673881,6241.0,1.9300710850255671,465.31
32.0,3.0,0,10700.0,Hà Nội,Cầu Giấy,6.65,3.4965075614664802,1024.0,2.0347056478384444,212.8
54.0,6.0,0,13000.0,Hà Nội,Đống Đa,3.27,4.007333185232471,2916.0,1.451613827240533,176.58
35.0,3.0,0,4950.0,Hồ Chí Minh,Quận 4,2.12,3.58351893845611,1225.0,1.1378330018213911,74.2
43.0,4.0,0,8600.0,Hà Nội,Đống Đa,3.27,3.784189633918261,1849.0,1.451613827240533,140.61
66.0,5.0,0,13600.0,Hồ Chí Minh,Gò Vấp,7.86,4.204692619390966,4356.0,2.1815467646169897,518.76
96.0,9.0,1,17800.0,Hồ Chí Minh,Gò Vấp,7.86,4.574710978503383,9216.0,2.1815467646169897,754.5600000000001
33.0,2.0,0,3950.0,Hồ Chí Minh,Tân Phú,8.06,3.5263605246161616,1089.0,2.203869120054888,265.98
44.0,5.0,0,7500.0,Hồ Chí Minh,Tân Bình,5.89,3.8066624897703196,1936.0,1.9300710850255671,259.15999999999997
66.0,3.0,0,7300.0,Hồ Chí Minh,Bình Thạnh,3.85,4.204692619390966,4356.0,1.5789787049493917,254.1
65.0,,0,4050.0,Hà Nội,Mê Linh,21.72,4.189654742026425,4225.0,3.1232455938529506,1411.8
120.0,4.0,1,10800.0,Hồ Chí Minh,Quận 8,9.83,4.795790545596741,14400.0,2.382320061012899,1179.6
160.0,20.0,0,20000.0,Kiên Giang,Phú Quốc,,5.081404364984463,25600.0,1.9300710850255671,942.4
68.0,4.0,0,11000.0,Hồ Chí Minh,Gò Vấp,7.86,4.23410650459726,4624.0,2.1815467646169897,534.48
41.0,6.0,1,14500.0,Hà Nội,Nam Từ Liêm,9.46,3.7376696182833684,1681.0,2.347558458636777,387.86
88.0,8.0,0,9900.0,Hồ Chí Minh,Quận 8,9.83,4.48863636973214,7744.0,2.382320061012899,865.04
70.0,3.0,0,5380.0,Hồ Chí Minh,Bình Tân,10.67,4.2626798770413155,4900.0,2.4570214462984645,746.9
55.0,4.0,0,5450.0,Hồ Chí Minh,Quận 12,11.96,4.02535169073515,3025.0,2.561867690924129,657.8000000000001
65.0,3.0,0,4390.0,Hồ Chí Minh,Quận 12,11.96,4.189654742026425,4225.0,2.561867690924129,777.4000000000001
65.0,5.0,0,12500.0,Hà Nội,Hoàng Mai,5.66,4.189654742026425,4225.0,1.8961194845522977,367.90000000000003
62.0,4.0,0,7050.0,Hồ Chí Minh,Quận 9,,4.143134726391533,3844.0,1.9300710850255671,365.18
75.0,18.0,0,22500.0,Hà Nội,Đống Đa,3.27,4.330733340286331,5625.0,1.451613827240533,245.25
52.0,4.0,0,3600.0,Hải Phòng,Ngô Quyền,,3.970291913552122,2704.0,1.9300710850255671,306.28
70.0,13.0,1,28500.0,Hà Nội,Bắc Từ Liêm,10.82,4.2626798770413155,4900.0,2.469793011977952,757.4
35.0,5.0,0,6000.0,Hà Nội,Bắc Từ Liêm,10.82,3.58351893845611,1225.0,2.469793011977952,378.7
88.0,3.0,0,20900.0,Hà Nội,Tây Hồ,5.66,4.48863636973214,7744.0,1.8961194845522977,498.08000000000004
42.0,5.0,0,5000.0,Hồ Chí Minh,Quận 8,9.83,3.7612001156935624,1764.0,2.382320061012899,412.86
100.0,4.0,1,28000.0,Hà Nội,Long Biên,4.08,4.61512051684126,10000.0,1.6253112615903906,408.0
234.0,4.0,1,17300.0,Hồ Chí Minh,Thủ Đức,9.91,5.459585514144159,54756.0,2.3896797998449792,2318.94
100.0,9.0,0,28500.0,Hà Nội,Hai Bà Trưng,2.31,4.61512051684126,10000.0,1.1969481893889715,231.0
52.0,4.0,0,13500.0,Hà Nội,Long Biên,4.08,3.970291913552122,2704.0,1.6253112615903906,212.16
20.0,2.0,0,1850.0,Hồ Chí Minh,Thủ Đức,9.91,3.044522437723423,400.0,2.3896797998449792,198.2
94.0,5.0,0,15500.0,Hồ Chí Minh,Tân Bình,5.89,4.553876891600541,8836.0,1.9300710850255671,553.66
108.0,3.0,0,5400.0,Đà Nẵng,Liên Chiểu,,4.6913478822291435,11664.0,1.9300710850255671,636.12
34.0,3.0,0,7500.0,Hà Nội,Hoàng Mai,5.66,3.5553480614894135,1156.0,1.8961194845522977,192.44
71.0,10.0,0,15500.0,Hồ Chí Minh,Quận 3,1.99,4.276666119016055,5041.0,1.095273387402595,141.29
47.0,2.0,0,6450.0,Hồ Chí Minh,Bình Thạnh,3.85,3.871201010907891,2209.0,1.5789787049493917,180.95000000000002
44.0,5.0,0,9700.0,Hà Nội,Ba Đình,3.18,3.8066624897703196,1936.0,1.430311246536665,139.92000000000002
40.0,10.0,1,15800.0,Hà Nội,Thanh Xuân,5.88,3.713572066704308,1600.0,1.9286186519452522,235.2
80.0,3.0,0,3000.0,Hà Nội,Gia Lâm,10.66,4.394449154672439,6400.0,2.4561641809223462,852.8
27.0,3.0,0,5900.0,Hồ Chí Minh,Tân Bình,5.89,3.332204510175204,729.0,1.9300710850255671,159.03
56.0,3.0,0,6350.0,Hồ Chí Minh,Gò Vấp,7.86,4.04305126783455,3136.0,2.1815467646169897,440.16
35.0,4.0,0,6300.0,Hà Nội,Hoàng Mai,5.66,3.58351893845611,1225.0,1.8961194845522977,198.1
61.0,4.0,1,24000.0,Hà Nội,Thanh Xuân,5.88,4.127134385045092,3721.0,1.9286186519452522,358.68
44.0,3.0,1,2450.0,Hải Phòng,Ngô Quyền,,3.8066624897703196,1936.0,1.9300710850255671,259.15999999999997
37.0,4.0,0,6900.0,Hà Nội,Hà Đông,10.4,3.6375861597263857,1369.0,2.4336133554004498,384.8
63.0,2.0,0,4350.0,Hồ Chí Minh,Thủ Đức,9.91,4.1588830833596715,3969.0,2.3896797998449792,624.33
100.0,,0,3650.0,Đà Nẵng,Cẩm Lệ,,4.61512051684126,10000.0,1.9300710850255671,589.0
26.0,4.0,0,7970.0,Hồ Chí Minh,Quận 3,1.99,3.295836866004329,676.0,1.095273387402595,51.74
59.0,4.0,0,5000.0,Hồ Chí Minh,Gò Vấp,7.86,4.0943445622221,3481.0,2.1815467646169897,463.74
38.0,2.0,0,10300.0,Hà Nội,Ba Đình,3.18,3.6635616461296463,1444.0,1.430311246536665,120.84
80.0,3.0,0,4850.0,Hà Nội,Cầu Giấy,6.65,4.394449154672439,6400.0,2.0347056478384444,532.0
46.0,3.0,0,9500.0,Hồ Chí Minh,Tân Bình,5.89,3.8501476017100584,2116.0,1.9300710850255671,270.94
245.0,24.0,0,42900.0,Hồ Chí Minh,Tân Bình,5.89,5.5053315359323625,60025.0,1.9300710850255671,1443.05
70.0,4.0,0,22500.0,Hà Nội,Hai Bà Trưng,2.31,4.2626798770413155,4900.0,1.1969481893889715,161.70000000000002
1781.0,3.0,1,17000.0,Khánh Hòa,Nha Trang,,7.485491608030754,3171961.0,1.9300710850255671,10490.09
50.0,4.0,0,6300.0,Hồ Chí Minh,Bình Thạnh,3.85,3.9318256327243257,2500.0,1.5789787049493917,192.5
31.0,3.0,0,6850.0,Hồ Chí Minh,Quận 11,5.68,3.4657359027997265,961.0,1.8991179875485542,176.07999999999998
67.0,2.0,0,4300.0,Hồ Chí Minh,Quận 9,,4.219507705176107,4489.0,1.9300710850255671,394.63
49.0,4.0,0,5500.0,Hồ Chí Minh,Gò Vấp,7.86,3.912023005428146,2401.0,2.1815467646169897,385.14000000000004
90.0,,1,18500.0,Đà Nẵng,Ngũ Hành Sơn,,4.51085950651685,8100.0,1.9300710850255671,530.1
40.0,2.0,0,2450.0,Hồ Chí Minh,Bình Tân,10.67,3.713572066704308,1600.0,2.4570214462984645,426.8
40.0,3.0,0,5550.0,Hồ Chí Minh,Quận 11,5.68,3.713572066704308,1600.0,1.8991179875485542,227.2
56.0,4.0,0,6700.0,Hồ Chí Minh,Gò Vấp,7.86,4.04305126783455,3136.0,2.1815467646169897,440.16
80.0,4.0,1,14000.0,Hồ Chí Minh,Quận 8,9.83,4.394449154672439,6400.0,2.382320061012899,786.4
32.0,3.0,0,43800.0,Hà Nội,Ba Đình,3.18,3.4965075614664802,1024.0,1.430311246536665,101.76
123.0,5.0,0,12800.0,Hồ Chí Minh,Quận 8,9.83,4.820281565605037,15129.0,2.382320061012899,1209.09
48.0,5.0,0,8900.0,Hà Nội,Hai Bà Trưng,2.31,3.8918202981106265,2304.0,1.1969481893889715,110.88
50.0,2.0,0,2850.0,Khánh Hòa,Nha Trang,,3.9318256327243257,2500.0,1.9300710850255671,294.5
65.0,4.0,0,2400.0,Bình Dương,Thuận An,,4.189654742026425,4225.0,1.9300710850255671,382.84999999999997
61.0,3.0,1,13600.0,Hà Nội,Hà Đông,10.4,4.127134385045092,3721.0,2.4336133554004498,634.4
120.0,6.0,1,19600.0,Hà Nội,Hà Đông,10.4,4.795790545596741,14400.0,2.4336133554004498,1248.0
40.0,4.0,0,8000.0,Hà Nội,Hà Đông,10.4,3.713572066704308,1600.0,2.4336133554004498,416.0
90.0,8.0,1,53000.0,Hà Nội,Cầu Giấy,6.65,4.51085950651685,8100.0,2.0347056478384444,598.5
48.0,4.0,1,13600.0,Hà Nội,Cầu Giấy,6.65,3.8918202981106265,2304.0,2.0347056478384444,319.20000000000005
50.0,5.0,1,13500.0,Hồ Chí Minh,Quận 11,5.68,3.9318256327243257,2500.0,1.8991179875485542,284.0
120.0,5.0,0,12300.0,Hồ Chí Minh,Bình Tân,10.67,4.795790545596741,14400.0,2.4570214462984645,1280.4
34.0,3.0,0,7900.0,Hà Nội,Ba Đình,3.18,3.5553480614894135,1156.0,1.430311246536665,108.12
180.0,10.0,0,13000.0,Hồ Chí Minh,Quận 12,11.96,5.198497031265826,32400.0,2.561867690924129,2152.8
95.0,,1,7100.0,Hồ Chí Minh,Quận 12,11.96,4.564348191467836,9025.0,2.561867690924129,1136.2
56.0,,0,9850.0,Hà Nội,Hai Bà Trưng,2.31,4.04305126783455,3136.0,1.1969481893889715,129.36
60.0,,0,19500.0,Hà Nội,Hoàng Mai,5.66,4.110873864173311,3600.0,1.8961194845522977,339.6
70.0,22.0,0,20500.0,Hà Nội,Thanh Trì,9.69,4.2626798770413155,4900.0,2.3693087250369538,678.3
150.0,14.0,0,1500.0,Hồ Chí Minh,Bình Thạnh,3.85,5.017279836814924,22500.0,1.5789787049493917,577.5
72.0,6.0,0,8900.0,Hồ Chí Minh,Thủ Đức,9.91,4.290459441148391,5184.0,2.3896797998449792,713.52
31.0,3.0,0,6500.0,Hà Nội,Thanh Xuân,5.88,3.4657359027997265,961.0,1.9286186519452522,182.28
30.0,2.0,0,3600.0,Hồ Chí Minh,Tân Bình,5.89,3.4339872044851463,900.0,1.9300710850255671,176.7
26.0,3.0,0,3600.0,Hồ Chí Minh,Bình Thạnh,3.85,3.295836866004329,676.0,1.5789787049493917,100.10000000000001
66.0,4.0,0,9300.0,Hồ Chí Minh,Tân Phú,8.06,4.204692619390966,4356.0,2.203869120054888,531.96
52.0,5.0,0,22550.0,Hà Nội,Thanh Xuân,5.88,3.970291913552122,2704.0,1.9286186519452522,305.76
71.0,3.0,0,6350.0,Hồ Chí Minh,Thủ Đức,9.91,4.276666119016055,5041.0,2.3896797998449792,703.61
46.0,5.0,0,14000.0,Hà Nội,Long Biên,4.08,3.8501476017100584,2116.0,1.6253112615903906,187.68
98.0,,0,20000.0,Hà Nội,Thanh Xuân,5.88,4.59511985013459,9604.0,1.9286186519452522,576.24
73.0,3.0,0,2550.0,Đồng Nai,Biên Hòa,,4.30406509320417,5329.0,1.9300710850255671,429.96999999999997
38.0,3.0,1,11500.0,Hà Nội,Tây Hồ,5.66,3.6635616461296463,1444.0,1.8961194845522977,215.08
56.0,4.0,0,5790.0,Hồ Chí Minh,Quận 8,9.83,4.04305126783455,3136.0,2.382320061012899,550.48
55.0,2.0,0,7950.0,Hồ Chí Minh,Bình Thạnh,3.85,4.02535169073515,3025.0,1.5789787049493917,211.75
50.0,7.0,0,9200.0,Hà Nội,Long Biên,4.08,3.9318256327243257,2500.0,1.6253112615903906,204.0
70.0,8.0,1,5400.0,Hồ Chí Minh,Bình Tân,10.67,4.2626798770413155,4900.0,2.4570214462984645,746.9
33.0,3.0,0,5700.0,Hồ Chí Minh,Bình Thạnh,3.85,3.5263605246161616,1089.0,1.5789787049493917,127.05
40.0,5.0,0,5800.0,Hà Nội,Hà Đông,10.4,3.713572066704308,1600.0,2.4336133554004498,416.0
80.0,6.0,0,6900.0,Hồ Chí Minh,Gò Vấp,7.86,4.394449154672439,6400.0,2.1815467646169897,628.8000000000001
60.0,5.0,0,7300.0,Hồ Chí Minh,Bình Tân,10.67,4.110873864173311,3600.0,2.4570214462984645,640.2
46.0,8.0,0,11000.0,Hà Nội,Đống Đa,3.27,3.8501476017100584,2116.0,1.451613827240533,150.42
105.0,8.0,0,12900.0,Hồ Chí Minh,Tân Bình,5.89,4.663439094112067,11025.0,1.9300710850255671,618.4499999999999
57.0,4.0,0,7800.0,Hồ Chí Minh,Quận 10,3.65,4.060443010546419,3249.0,1.536867219599265,208.04999999999998
30.0,3.0,0,6350.0,Hà Nội,Hai Bà Trưng,2.31,3.4339872044851463,900.0,1.1969481893889715,69.3
104.0,4.0,1,29000.0,Hồ Chí Minh,Tân Bình,5.89,4.653960350157523,10816.0,1.9300710850255671,612.56
36.0,2.0,0,3400.0,Hồ Chí Minh,Thủ Đức,9.91,3.6109179126442243,1296.0,2.3896797998449792,356.76
33.0,3.0,0,8500.0,Hồ Chí Minh,Quận 2,,3.5263605246161616,1089.0,1.9300710850255671,194.36999999999998
35.0,3.0,0,7990.0,Hà Nội,Ba Đình,3.18,3.58351893845611,1225.0,1.430311246536665,111.30000000000001
56.0,3.0,0,6200.0,Hồ Chí Minh,Quận 8,9.83,4.04305126783455,3136.0,2.382320061012899,550.48
109.0,3.0,1,5980.0,Hồ Chí Minh,Quận 12,11.96,4.700480365792417,11881.0,2.561867690924129,1303.64
46.0,5.0,1,14500.0,Hà Nội,Thanh Xuân,5.88,3.8501476017100584,2116.0,1.9286186519452522,270.48
